taxa	In11_one_hr	six_hr
Vigun04g045500	1.83	0.17
Vigun03g401100	1.83	-0.23
Vigun10g159300	1.82	1.35
Vigun05g010700	1.81	2.03
Vigun03g175500	1.81	-0.36
Vigun07g114900	1.81	0.02
Vigun09g018600	1.81	4.45
Vigun04g055000	1.81	1.74
Vigun09g225000	1.81	2.23
Vigun05g143800	1.80	2.64
Vigun03g085800	1.80	1.36
Vigun03g351100	1.80	-0.26
Vigun11g182800	1.80	-2.00
Vigun03g382000	1.78	2.83
Vigun03g095500	1.78	0.54
Vigun06g211900	1.78	0.11
Vigun04g148400	1.77	0.81
Vigun03g050900	1.76	-0.46
Vigun10g186100	1.76	-2.54
Vigun04g167800	1.76	-0.95
Vigun05g218000	1.76	0.26
Vigun03g252200	1.76	1.94
Vigun02g016600	1.75	0.98
Vigun10g104000	1.74	-0.12
Vigun03g049500	1.74	1.35
Vigun05g262300	1.74	0.54
Vigun05g232400	1.73	0.06
Vigun03g377200	1.73	-0.42
Vigun07g111600	1.73	0.87
Vigun03g320400	1.73	-1.18
Vigun11g147600	1.72	0.87
Vigun05g283700	1.72	1.64
Vigun08g189200	1.72	-0.77
Vigun06g074300	1.71	-0.53
Vigun01g157000	1.70	0.38
Vigun03g248400	1.70	2.35
Vigun03g224600	1.69	0.32
Vigun09g249800	1.69	0.03
Vigun03g075700	1.69	0.85
Vigun08g125100	1.69	2.42
Vigun04g007800	1.69	0.07
Vigun08g110500	1.69	0.26
Vigun07g138000	1.68	-0.02
Vigun04g090700	1.68	-0.50
Vigun01g026700	1.68	0.23
Vigun04g082400	1.68	-0.01
Vigun11g131800	1.68	1.01
Vigun05g106200	1.66	0.97
Vigun09g198800	1.66	0.60
Vigun04g141200	1.66	6.21
Vigun03g358500	1.66	-0.68
Vigun03g071300	1.66	-0.48
Vigun09g037800	1.65	-2.20
Vigun01g031600	1.65	-0.97
Vigun03g223900	1.64	-0.27
Vigun05g003500	1.64	1.90
Vigun11g195400	1.63	-0.37
Vigun03g063000	1.63	0.74
Vigun06g159100	1.63	5.15
Vigun02g090400	1.62	-0.54
Vigun07g065900	1.62	1.12
Vigun11g073100	1.62	5.55
Vigun11g018800	1.62	-0.70
Vigun04g051300	1.62	0.25
Vigun02g060500	1.62	0.55
Vigun02g000900	1.62	-1.84
Vigun03g163200	1.62	0.47
Vigun07g259600	1.61	-1.17
Vigun04g092900	1.61	2.94
Vigun09g237000	1.61	0.86
Vigun02g026700	1.61	-1.54
Vigun05g181500	1.61	-0.72
Vigun03g283700	1.61	-0.38
Vigun05g046700	1.61	1.83
Vigun07g079600	1.61	-0.09
Vigun04g079400	1.61	0.34
Vigun10g099400	1.60	-0.14
Vigun07g009700	1.60	-0.01
Vigun11g051300	1.59	-0.61
Vigun09g197000	1.59	1.26
Vigun01g128100	1.59	-0.48
Vigun09g053200	1.58	0.33
Vigun11g085500	1.58	2.71
Vigun05g134500	1.58	0.17
Vigun01g225100	1.58	1.31
Vigun03g418800	1.58	-1.72
Vigun03g304500	1.58	-0.06
Vigun11g107700	1.57	0.21
Vigun01g167600	1.57	0.43
Vigun03g279300	1.57	1.24
Vigun05g285500	1.57	0.42
Vigun11g163700	1.57	-0.03
Vigun04g196000	1.56	-0.48
Vigun02g070700	1.56	0.40
Vigun03g090700	1.55	0.12
Vigun10g110100	1.55	2.14
Vigun05g060900	1.54	-1.00
Vigun07g004100	1.54	0.43
Vigun09g126700	1.54	2.11
Vigun11g193200	1.54	3.34
Vigun05g029500	1.54	0.68
Vigun03g037600	1.54	-0.58
Vigun04g055400	1.54	2.31
Vigun07g284600	1.54	0.05
Vigun11g088400	1.54	-0.95
Vigun06g140300	1.54	-0.36
Vigun08g207500	1.53	-1.52
Vigun04g031500	1.53	-0.11
Vigun08g072800	1.53	0.46
Vigun03g332600	1.53	-1.84
Vigun03g433100	1.53	0.23
Vigun03g381100	1.52	-0.67
Vigun01g202200	1.52	0.00
Vigun07g037500	1.52	-2.64
Vigun03g302100	1.52	-1.27
Vigun08g055500	1.52	-1.38
Vigun05g007600	1.52	2.29
Vigun02g172900	1.51	-0.63
Vigun03g138900	1.51	1.47
Vigun03g113000	1.51	-0.48
Vigun07g168300	1.51	0.95
Vigun05g020500	1.51	-0.25
Vigun02g037900	1.50	-1.42
Vigun08g138400	1.50	0.26
Vigun09g150800	1.50	0.61
Vigun03g066000	1.50	-0.20
Vigun09g050400	1.49	-1.14
Vigun05g008600	1.49	0.47
Vigun09g020600	1.49	-0.26
VigunL067700	1.49	-0.14
Vigun06g173900	1.49	-0.07
Vigun09g113400	1.48	-4.26
Vigun08g192600	1.48	0.35
Vigun07g000700	1.48	0.70
Vigun10g156600	1.48	-1.23
Vigun10g149200	1.48	-0.79
Vigun08g088700	1.47	0.02
Vigun11g119900	1.47	1.34
Vigun05g282400	1.47	1.34
Vigun03g406300	1.47	-3.73
Vigun09g276100	1.47	-1.21
Vigun03g175200	1.47	-0.29
Vigun03g021500	1.46	0.44
Vigun06g003900	1.45	1.13
Vigun03g107900	1.45	-1.05
Vigun07g154400	1.44	1.47
Vigun09g073400	1.44	-3.51
Vigun10g005600	1.43	1.02
Vigun11g160300	1.43	-0.97
Vigun01g095200	1.43	-0.21
Vigun03g427100	1.43	0.40
Vigun05g033100	1.43	1.26
Vigun07g205800	1.43	0.98
Vigun03g331200	1.43	0.32
Vigun04g158500	1.42	0.94
Vigun06g226100	1.42	-0.18
Vigun05g143600	1.42	4.21
Vigun02g058900	1.42	-0.39
Vigun10g083000	1.42	0.75
Vigun01g142900	1.42	1.49
Vigun11g027100	1.42	-0.72
Vigun08g160300	1.42	0.72
Vigun07g274500	1.41	0.60
Vigun05g183100	1.41	0.86
Vigun02g043700	1.41	-1.56
Vigun08g124500	1.41	0.48
Vigun03g389300	1.41	0.69
Vigun05g142900	1.41	1.67
Vigun04g009300	1.41	0.57
Vigun07g150800	1.40	0.14
Vigun11g037600	1.40	-1.26
Vigun10g132400	1.40	1.36
Vigun09g159900	1.40	1.04
Vigun01g050400	1.40	0.57
Vigun09g048100	1.40	0.16
Vigun05g210400	1.40	0.44
Vigun11g195800	1.39	-0.07
Vigun11g124800	1.39	0.98
Vigun01g009300	1.39	-0.27
Vigun03g038500	1.39	-1.45
Vigun10g099200	1.39	0.29
Vigun09g132200	1.39	0.20
Vigun07g098600	1.38	-0.26
Vigun08g054400	1.38	-1.71
Vigun05g131100	1.38	3.48
Vigun03g021300	1.38	0.30
Vigun09g130300	1.38	0.38
Vigun03g288700	1.38	-1.85
Vigun08g100600	1.38	-0.21
Vigun04g108100	1.38	2.22
Vigun02g049200	1.38	-3.09
Vigun08g098400	1.37	1.61
Vigun03g278400	1.37	-0.84
Vigun11g077300	1.37	-1.32
Vigun07g084200	1.37	3.45
Vigun11g198700	1.37	0.36
Vigun09g158900	1.36	-0.47
Vigun07g184700	1.36	-0.04
Vigun07g122400	1.35	-3.12
Vigun07g261500	1.35	-0.26
Vigun05g127800	1.35	0.78
Vigun03g417900	1.35	3.57
Vigun03g346300	1.35	-0.38
Vigun02g098300	1.35	-0.40
Vigun01g133900	1.35	0.77
Vigun03g386800	1.35	0.31
Vigun03g244800	1.35	0.89
Vigun03g111800	1.35	3.93
Vigun10g110800	1.35	0.83
Vigun04g020100	1.34	-0.19
Vigun05g185000	1.34	1.24
Vigun08g124900	1.34	-1.38
Vigun05g009300	1.33	2.54
Vigun02g111200	1.33	1.15
Vigun10g194600	1.33	0.15
Vigun03g032200	1.33	-1.93
Vigun10g152800	1.33	3.13
Vigun01g119700	1.33	-1.68
Vigun01g145400	1.33	-1.17
Vigun07g289900	1.33	0.35
Vigun10g033900	1.33	-1.34
Vigun11g193000	1.33	-1.52
Vigun08g072900	1.33	1.01
Vigun03g340900	1.33	-0.56
Vigun11g130000	1.33	2.55
Vigun10g003400	1.32	0.12
Vigun07g131700	1.32	1.13
Vigun11g205000	1.32	0.77
Vigun11g199000	1.32	1.28
Vigun02g115900	1.32	0.23
Vigun05g264000	1.32	-0.53
Vigun08g117200	1.32	-0.46
Vigun02g071000	1.32	0.57
Vigun03g210300	1.32	-0.62
Vigun06g109300	1.32	-2.86
Vigun05g091300	1.32	1.06
Vigun09g038600	1.31	0.20
Vigun03g283200	1.31	1.96
Vigun07g111100	1.30	1.55
Vigun04g050500	1.30	-0.24
Vigun01g179000	1.30	0.19
Vigun04g037800	1.29	-0.43
Vigun09g153700	1.29	0.57
Vigun03g190600	1.29	2.27
Vigun06g035200	1.29	2.58
Vigun01g016100	1.29	-0.31
Vigun06g192100	1.29	0.02
Vigun11g163800	1.29	-1.02
Vigun09g142400	1.29	5.63
Vigun05g122900	1.29	2.05
Vigun04g026100	1.29	5.22
Vigun10g186800	1.28	0.72
Vigun01g225300	1.28	1.59
Vigun05g105500	1.28	1.26
Vigun05g018200	1.28	-0.34
Vigun06g180000	1.28	0.29
Vigun05g146000	1.27	2.46
Vigun07g105900	1.27	-0.45
Vigun06g129300	1.27	0.05
Vigun08g211800	1.27	0.09
Vigun07g087400	1.27	-2.36
Vigun08g176300	1.27	-1.00
Vigun04g026000	1.27	1.14
Vigun09g190500	1.26	1.36
Vigun10g195800	1.26	0.11
Vigun10g111100	1.26	1.22
Vigun07g271700	1.26	-0.47
Vigun03g270500	1.25	0.63
Vigun02g101100	1.25	-0.87
Vigun07g087700	1.25	-0.46
Vigun03g366600	1.25	0.24
Vigun10g037300	1.25	-1.39
Vigun04g004100	1.25	0.08
Vigun05g214100	1.25	3.89
Vigun09g184300	1.25	0.02
Vigun03g067500	1.25	-0.56
Vigun05g134300	1.24	0.43
Vigun03g129300	1.23	2.99
Vigun09g035600	1.23	-0.95
Vigun01g040200	1.23	-0.58
Vigun11g067800	1.23	-1.19
Vigun08g135600	1.23	1.00
Vigun10g153500	1.23	-0.19
Vigun09g169200	1.23	1.59
Vigun08g125000	1.23	0.54
Vigun02g013300	1.23	1.19
Vigun06g129700	1.23	-1.22
Vigun09g127300	1.23	0.35
Vigun08g074500	1.23	0.02
Vigun11g156800	1.23	0.10
Vigun07g243200	1.23	1.25
Vigun08g190300	1.22	0.74
Vigun07g120900	1.22	-0.12
Vigun05g021100	1.21	0.49
Vigun08g199900	1.21	1.43
Vigun06g225100	1.21	-1.76
Vigun06g146200	1.21	-0.24
Vigun11g015800	1.21	0.67
Vigun04g148600	1.21	0.75
Vigun03g261600	1.20	-1.91
Vigun07g256400	1.20	0.26
Vigun07g038300	1.20	0.86
Vigun09g264600	1.20	0.18
Vigun11g104200	1.19	-1.81
Vigun07g276400	1.19	-1.10
Vigun09g043500	1.19	-0.30
Vigun02g128300	1.19	0.68
Vigun08g217100	1.19	-0.51
Vigun07g247000	1.19	3.13
Vigun06g027100	1.19	0.35
Vigun11g162800	1.19	-0.66
Vigun09g038100	1.19	0.27
Vigun07g203500	1.19	-0.14
Vigun11g207900	1.19	0.33
Vigun04g180000	1.19	1.75
Vigun06g174100	1.19	0.51
Vigun02g012200	1.18	1.14
Vigun05g274500	1.18	0.80
Vigun09g177300	1.17	-1.79
Vigun04g126500	1.17	1.59
Vigun03g381300	1.17	0.24
Vigun06g079100	1.17	-1.14
Vigun01g082300	1.17	0.90
Vigun01g042700	1.17	-0.33
Vigun10g105200	1.17	-0.57
Vigun09g250600	1.17	0.37
Vigun01g121100	1.17	-1.22
Vigun01g025800	1.17	-0.34
Vigun02g132200	1.17	0.09
Vigun06g178300	1.17	-1.77
Vigun06g161600	1.17	0.80
Vigun05g034300	1.17	-0.35
Vigun10g065200	1.17	1.31
Vigun04g173800	1.17	2.25
Vigun07g158800	1.17	-0.48
Vigun10g016200	1.16	0.02
Vigun11g047300	1.16	0.45
Vigun03g335800	1.16	0.37
Vigun07g248400	1.16	0.71
Vigun10g164800	1.16	-0.72
Vigun10g180000	1.15	2.46
Vigun10g122600	1.15	0.60
Vigun09g227900	1.15	1.42
Vigun07g048300	1.15	4.60
Vigun03g158000	1.15	-1.07
Vigun11g179200	1.15	0.49
Vigun07g235000	1.15	0.36
Vigun02g172600	1.15	-0.09
Vigun08g139700	1.15	1.39
Vigun03g092800	1.15	0.40
Vigun11g099800	1.15	1.21
Vigun10g122300	1.15	1.34
Vigun05g045400	1.15	-0.61
Vigun10g190700	1.14	0.44
Vigun07g176700	1.14	-1.19
Vigun03g064300	1.14	-0.08
Vigun06g127200	1.14	0.22
Vigun10g168600	1.14	0.46
Vigun05g078600	1.14	-0.24
Vigun03g158800	1.14	0.03
Vigun01g223000	1.14	-0.77
Vigun01g210200	1.13	0.89
Vigun04g111300	1.13	-0.58
Vigun03g321300	1.13	0.31
Vigun01g163200	1.13	-0.88
Vigun08g121300	1.13	-1.47
Vigun04g006600	1.13	-1.39
Vigun03g332700	1.13	-1.62
Vigun10g148600	1.13	-0.10
Vigun07g093000	1.13	1.07
Vigun06g206600	1.13	-0.85
Vigun03g318600	1.13	-1.34
Vigun11g120800	1.13	-0.36
Vigun04g179200	1.13	5.64
Vigun06g234500	1.13	-1.91
Vigun03g310700	1.12	0.56
Vigun07g104400	1.12	0.34
Vigun11g049700	1.12	-0.44
Vigun11g124000	1.12	1.32
Vigun08g079600	1.12	-0.34
Vigun06g160800	1.12	1.49
Vigun08g189700	1.12	1.14
Vigun10g114400	1.12	0.23
Vigun09g055700	1.12	0.70
Vigun05g185900	1.12	0.62
Vigun03g382300	1.11	-0.54
Vigun08g176800	1.11	-0.32
Vigun03g042100	1.11	0.28
Vigun07g219500	1.11	-0.12
Vigun11g060300	1.11	-0.48
Vigun02g004500	1.10	0.39
Vigun08g123000	1.10	0.25
Vigun02g191800	1.10	0.32
Vigun02g196000	1.10	0.72
Vigun01g191900	1.10	1.49
Vigun06g178900	1.10	2.04
Vigun03g314800	1.09	-0.37
Vigun04g113600	1.09	-1.35
Vigun01g010300	1.09	1.51
Vigun07g265900	1.09	-1.15
Vigun02g041900	1.09	0.26
Vigun11g179700	1.09	1.31
Vigun06g071400	1.09	-0.31
Vigun01g068100	1.09	-1.35
Vigun05g035200	1.09	1.58
Vigun09g144600	1.09	0.84
Vigun11g110200	1.09	-0.94
Vigun10g027900	1.08	-0.37
Vigun04g110300	1.08	0.16
Vigun09g146200	1.08	-0.48
Vigun05g112000	1.08	-0.58
Vigun02g200300	1.08	5.48
Vigun03g399900	1.08	-0.37
Vigun07g172800	1.08	1.21
Vigun05g047900	1.08	0.83
Vigun09g097400	1.08	-0.21
Vigun03g203200	1.08	-3.01
Vigun07g001600	1.08	-0.06
Vigun04g066400	1.08	1.29
Vigun05g118200	1.08	-4.48
Vigun11g118100	1.07	0.83
Vigun11g003900	1.07	-0.45
Vigun03g435400	1.07	-0.56
Vigun04g081200	1.07	1.15
Vigun10g071800	1.07	-0.01
Vigun01g055500	1.07	1.50
Vigun01g227200	1.07	-0.02
Vigun05g230000	1.07	-0.30
Vigun09g068400	1.06	-0.28
Vigun03g194700	1.06	2.59
Vigun08g149300	1.06	1.01
Vigun01g178900	1.06	-0.57
Vigun09g220600	1.06	-0.21
Vigun08g178300	1.06	-1.19
Vigun03g402100	1.06	0.66
Vigun03g121500	1.05	0.17
Vigun01g039300	1.05	2.70
Vigun09g271100	1.05	0.90
Vigun02g036300	1.05	-0.50
Vigun06g025900	1.05	0.38
Vigun09g065100	1.05	-2.42
Vigun03g069800	1.05	-1.03
Vigun09g245000	1.05	1.66
Vigun04g000600	1.05	-0.73
Vigun03g217100	1.05	-0.19
Vigun05g039600	1.05	0.40
Vigun10g072700	1.05	-0.25
Vigun03g186600	1.05	-0.13
Vigun09g052100	1.05	-0.07
Vigun10g089000	1.05	1.67
Vigun08g193800	1.05	0.24
Vigun03g175600	1.05	0.19
Vigun10g196100	1.04	-0.58
Vigun04g058600	1.04	-0.55
Vigun09g276200	1.04	0.12
Vigun02g013200	1.04	0.32
Vigun08g089800	1.04	-0.06
Vigun04g029400	1.04	1.29
Vigun06g193500	1.04	0.92
Vigun07g055600	1.04	0.80
Vigun05g033000	1.04	1.65
Vigun01g079700	1.04	0.64
Vigun02g158000	1.03	-0.48
Vigun08g195300	1.03	0.48
Vigun04g048000	1.03	0.21
Vigun09g107800	1.03	0.67
Vigun01g104000	1.03	0.21
Vigun09g235600	1.03	-0.23
Vigun02g016300	1.03	-0.66
Vigun06g151800	1.03	0.12
Vigun05g207500	1.02	-0.31
Vigun01g098500	1.02	-0.36
Vigun02g060200	1.02	-0.82
Vigun09g095000	1.02	-1.47
Vigun09g032000	1.02	-0.27
Vigun04g088700	1.02	-0.39
Vigun07g083000	1.02	0.48
Vigun09g082700	1.02	-0.04
Vigun06g235500	1.02	1.09
Vigun11g163200	1.02	-0.79
Vigun11g170900	1.01	0.74
Vigun01g001200	1.01	-1.73
Vigun11g164000	1.01	1.25
Vigun10g097600	1.01	0.14
Vigun03g445500	1.01	0.07
Vigun03g406900	1.01	-1.22
Vigun05g212800	1.01	0.66
Vigun05g034800	1.01	-0.98
Vigun09g076100	1.01	0.06
Vigun02g127600	1.01	0.03
Vigun11g175500	1.01	-0.61
Vigun02g056500	1.00	0.50
Vigun06g141100	1.00	1.50
Vigun09g271000	1.00	1.56
Vigun03g262300	1.00	-0.27
Vigun06g062700	1.00	1.59
Vigun05g241200	1.00	0.52
Vigun07g130700	1.00	0.18
Vigun01g179200	1.00	0.57
Vigun07g229600	1.00	0.54
Vigun06g165500	1.00	0.67
Vigun11g003500	1.00	0.34
Vigun08g070700	1.00	1.01
Vigun01g246800	1.00	0.25
Vigun06g221300	1.00	0.33
Vigun05g067800	1.00	-1.88
Vigun07g225300	0.99	1.22
Vigun05g193500	0.99	0.21
Vigun03g281500	0.99	0.17
Vigun03g121300	0.99	-1.02
Vigun02g109600	0.99	-0.18
Vigun09g129800	0.99	0.52
Vigun03g142600	0.99	0.37
Vigun07g199800	0.99	-1.16
Vigun11g101100	0.99	0.59
Vigun04g181800	0.99	-0.67
Vigun05g167400	0.99	-0.66
Vigun09g175200	0.99	1.06
Vigun09g024500	0.99	-0.83
Vigun04g146700	0.99	0.78
Vigun07g173000	0.99	1.40
Vigun07g013400	0.99	0.92
Vigun06g000800	0.99	-0.12
Vigun05g268500	0.98	-0.01
Vigun11g144100	0.98	0.87
Vigun03g104200	0.98	-0.36
Vigun03g122400	0.98	-0.58
Vigun03g234100	0.98	0.37
Vigun07g007600	0.98	0.57
Vigun09g014900	0.98	-0.29
Vigun03g179300	0.98	-0.61
Vigun09g076900	0.98	-0.33
Vigun03g400600	0.98	-0.68
Vigun06g208100	0.98	0.36
Vigun03g376900	0.98	1.15
Vigun09g256900	0.98	-0.21
Vigun01g244200	0.98	0.37
Vigun01g193100	0.98	0.17
Vigun02g162400	0.98	-0.23
Vigun09g188800	0.98	0.50
Vigun03g315600	0.98	-1.74
Vigun09g258900	0.98	0.68
Vigun03g274600	0.98	0.69
Vigun11g021700	0.98	-0.19
Vigun06g210300	0.97	-2.08
Vigun01g153200	0.97	0.87
Vigun10g003700	0.97	0.27
Vigun07g132400	0.97	0.40
Vigun06g140400	0.97	0.43
Vigun11g104800	0.97	0.06
Vigun09g123800	0.97	-1.76
Vigun07g214700	0.97	1.06
Vigun03g016800	0.97	1.12
Vigun07g273000	0.97	0.37
Vigun05g205700	0.97	1.38
Vigun02g103500	0.97	-0.62
Vigun01g252800	0.97	-0.23
Vigun11g161700	0.96	0.58
Vigun01g054800	0.96	-0.33
Vigun11g129400	0.96	0.11
Vigun03g441700	0.96	-0.44
Vigun09g110200	0.96	0.37
Vigun07g292600	0.96	-0.35
Vigun05g115300	0.96	-1.41
Vigun05g201000	0.96	0.17
Vigun01g240000	0.96	-0.79
Vigun06g100300	0.96	0.31
Vigun06g159600	0.96	0.71
Vigun06g236700	0.96	-0.28
Vigun07g068200	0.96	1.02
Vigun07g280900	0.96	1.02
Vigun09g196200	0.96	-1.45
Vigun03g379700	0.96	4.52
Vigun03g181700	0.96	0.69
Vigun11g213200	0.96	5.44
Vigun08g018900	0.96	0.27
Vigun11g162900	0.96	0.73
Vigun05g133900	0.96	0.25
Vigun05g300500	0.96	-0.41
Vigun08g087600	0.96	-0.77
Vigun10g185300	0.96	-1.95
Vigun05g285400	0.95	1.86
Vigun10g086300	0.95	0.28
Vigun10g174500	0.95	0.39
Vigun02g184200	0.95	0.32
Vigun07g255000	0.95	0.51
Vigun10g092300	0.95	0.44
Vigun09g240400	0.95	0.87
Vigun06g217800	0.95	1.20
Vigun07g241300	0.95	2.24
Vigun07g144000	0.95	0.38
Vigun11g097800	0.95	-1.25
Vigun06g119200	0.95	-2.01
Vigun07g114500	0.95	0.73
Vigun07g261100	0.95	1.07
Vigun09g025000	0.95	-0.08
Vigun05g118800	0.95	0.32
Vigun11g087900	0.94	0.83
Vigun05g270100	0.94	0.10
Vigun08g103000	0.94	1.18
Vigun06g162400	0.94	0.32
Vigun11g181400	0.94	0.69
Vigun09g080900	0.94	-0.29
Vigun08g212600	0.94	0.18
Vigun05g240400	0.94	0.57
Vigun03g162000	0.94	0.59
Vigun05g256500	0.94	-0.38
Vigun03g012900	0.94	0.25
Vigun10g055300	0.94	-0.61
Vigun01g056200	0.94	1.16
Vigun07g267600	0.94	-0.65
Vigun09g084800	0.94	0.12
Vigun07g129600	0.94	0.40
Vigun06g214300	0.94	1.00
Vigun05g125400	0.94	0.66
Vigun09g140500	0.94	-0.42
Vigun05g193300	0.94	-0.18
Vigun11g103200	0.93	-0.55
Vigun10g001300	0.93	-0.91
Vigun05g006700	0.93	-0.44
Vigun09g059200	0.93	-0.56
Vigun08g019100	0.93	-0.74
Vigun10g045500	0.93	0.61
Vigun01g138100	0.93	-0.66
Vigun07g191400	0.93	-0.81
Vigun03g190700	0.93	-1.23
Vigun10g179600	0.93	0.66
Vigun03g411700	0.93	0.14
Vigun11g176300	0.93	-0.40
Vigun09g008100	0.93	0.69
Vigun03g307500	0.93	0.53
Vigun05g179400	0.93	0.03
Vigun06g077600	0.93	-0.10
Vigun03g009200	0.93	0.17
Vigun03g099000	0.93	0.05
Vigun03g107400	0.93	-0.41
Vigun11g111700	0.93	0.12
Vigun03g267000	0.93	1.41
Vigun02g091800	0.93	-0.92
Vigun06g001500	0.93	0.90
Vigun01g067000	0.92	0.74
Vigun07g097100	0.92	0.21
Vigun05g291300	0.92	-0.48
Vigun03g389800	0.92	0.76
Vigun07g080900	0.92	0.02
Vigun06g071300	0.92	0.32
Vigun08g062100	0.92	0.54
Vigun03g264200	0.92	0.24
Vigun05g086500	0.92	-0.71
Vigun10g004100	0.92	0.40
Vigun02g143400	0.92	0.77
Vigun07g051200	0.92	-0.85
Vigun08g034300	0.92	0.29
Vigun09g047600	0.92	0.56
Vigun10g129000	0.92	1.25
Vigun11g033200	0.92	0.44
Vigun07g031900	0.92	0.52
Vigun03g207000	0.92	0.76
Vigun03g304200	0.92	0.41
Vigun01g157200	0.92	0.86
Vigun01g234000	0.92	1.38
Vigun10g027200	0.92	-0.32
Vigun04g193700	0.92	0.68
Vigun11g219200	0.92	-0.50
Vigun07g266800	0.92	0.78
Vigun08g135800	0.92	-0.25
Vigun09g141200	0.92	0.30
Vigun05g063500	0.91	-0.81
Vigun09g260400	0.91	-0.46
Vigun08g051800	0.91	-0.85
Vigun01g104800	0.91	1.08
Vigun02g042700	0.91	-0.41
Vigun05g112200	0.91	0.79
Vigun03g317200	0.91	-0.48
Vigun03g346600	0.91	-0.20
Vigun08g017200	0.91	-0.35
Vigun01g048000	0.91	1.45
Vigun03g254900	0.91	-0.31
Vigun01g251100	0.91	0.86
Vigun11g034000	0.91	0.44
Vigun05g199600	0.91	0.21
Vigun10g019400	0.91	1.60
Vigun07g253400	0.91	0.34
Vigun03g180600	0.91	-0.04
Vigun08g001100	0.91	-0.37
Vigun07g284000	0.91	-0.18
Vigun07g059000	0.91	0.27
Vigun07g116100	0.91	-0.83
Vigun02g169500	0.91	0.85
Vigun03g396300	0.90	0.10
Vigun01g139100	0.90	2.60
Vigun04g063000	0.90	0.81
Vigun07g050000	0.90	0.41
Vigun03g204400	0.90	0.83
Vigun07g212700	0.90	-0.16
Vigun05g195500	0.90	-0.49
Vigun08g205900	0.90	-0.23
Vigun08g200100	0.90	-0.57
Vigun03g058300	0.90	-1.32
Vigun04g013900	0.90	-0.28
Vigun04g030400	0.90	-0.04
Vigun09g005300	0.90	0.39
Vigun03g038800	0.90	0.34
Vigun03g328100	0.90	-0.22
Vigun10g059000	0.90	-0.20
Vigun05g117600	0.90	0.34
Vigun05g145700	0.90	3.65
Vigun11g076100	0.90	-0.15
Vigun02g009600	0.90	1.21
Vigun08g056700	0.90	-0.48
Vigun03g151000	0.90	0.44
Vigun07g079800	0.90	0.56
Vigun06g051600	0.90	0.85
Vigun01g113800	0.90	-0.34
Vigun11g044300	0.90	0.52
Vigun05g114000	0.90	0.42
Vigun10g189900	0.90	0.00
Vigun08g014400	0.90	1.63
Vigun02g033100	0.89	1.55
Vigun03g065100	0.89	0.64
Vigun09g185000	0.89	0.69
Vigun09g031200	0.89	0.56
Vigun05g041600	0.89	1.51
Vigun09g211100	0.89	-1.01
Vigun07g252000	0.89	-0.16
Vigun03g380900	0.89	-0.87
Vigun08g031400	0.89	0.78
Vigun09g258200	0.89	-1.17
Vigun08g192900	0.89	0.50
Vigun05g216400	0.89	0.13
Vigun11g025000	0.89	0.53
Vigun11g133000	0.89	0.28
Vigun05g130700	0.89	-3.78
Vigun08g113300	0.89	2.16
Vigun07g140000	0.89	0.24
Vigun03g252400	0.89	0.87
Vigun07g206800	0.89	0.62
Vigun01g143100	0.89	-0.18
Vigun05g084800	0.89	-0.60
Vigun11g035900	0.89	-0.02
Vigun04g007300	0.89	0.06
Vigun02g121200	0.89	0.30
Vigun03g122700	0.89	0.61
Vigun07g202000	0.89	1.30
Vigun05g208500	0.89	-0.53
Vigun02g176400	0.89	0.89
Vigun05g202100	0.89	0.97
Vigun09g166600	0.89	-0.58
Vigun09g101400	0.89	-0.35
Vigun08g192500	0.89	0.31
Vigun05g092400	0.88	0.30
Vigun11g046000	0.88	5.48
Vigun07g215800	0.88	-0.27
Vigun06g104100	0.88	0.44
Vigun02g050200	0.88	-0.08
Vigun11g015300	0.88	0.19
Vigun03g211700	0.88	-1.19
Vigun03g043800	0.88	-1.50
Vigun03g398200	0.88	-1.11
Vigun02g178200	0.88	0.78
Vigun09g053400	0.88	-0.09
Vigun09g160000	0.88	0.15
Vigun04g025800	0.88	-0.84
Vigun04g079900	0.88	-0.49
Vigun06g013600	0.88	0.97
Vigun03g011700	0.88	0.49
Vigun03g240200	0.88	-0.21
Vigun07g004900	0.88	0.33
Vigun07g215000	0.88	0.37
Vigun03g328500	0.88	-0.01
Vigun07g122600	0.88	1.01
Vigun07g256700	0.88	0.26
Vigun08g039000	0.88	-0.17
Vigun03g431200	0.88	0.40
Vigun06g109800	0.88	1.05
Vigun02g109900	0.88	-0.45
Vigun08g157600	0.88	0.29
Vigun09g241000	0.88	0.47
Vigun08g191900	0.88	0.36
Vigun01g155700	0.87	-1.50
Vigun09g224200	0.87	0.61
Vigun03g165300	0.87	0.18
Vigun02g062300	0.87	-0.08
Vigun02g010800	0.87	-0.16
Vigun06g160700	0.87	-0.12
Vigun01g209000	0.87	0.78
Vigun06g108100	0.87	-0.23
Vigun07g090100	0.87	0.22
Vigun10g071200	0.87	-0.11
Vigun07g277900	0.87	0.24
Vigun01g232100	0.87	-0.19
Vigun08g095900	0.87	-0.02
Vigun11g177600	0.87	0.33
Vigun02g169300	0.87	-0.88
Vigun01g069900	0.87	0.28
Vigun03g077000	0.87	0.39
Vigun03g311300	0.87	-0.13
Vigun05g194800	0.87	-0.38
Vigun02g163200	0.87	0.07
Vigun02g076100	0.87	0.72
Vigun04g057800	0.87	0.33
Vigun04g145700	0.87	1.35
Vigun01g007300	0.87	-0.19
