taxa	nodule	root	21d_leaf
MtrunA17_Chr1g0147131	6.95	3.05	1.77
MtrunA17_Chr1g0147141	0.38	-6.64	-6.64
MtrunA17_Chr1g0147151	11.11	10.42	11.39
MtrunA17_Chr1g0147161	5.12	6.06	7.46
MtrunA17_Chr1g0147171	3.09	6.73	9.90
MtrunA17_Chr1g0147181	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147191	6.56	8.83	9.17
MtrunA17_Chr1g0147201	6.31	6.71	7.28
MtrunA17_Chr1g0147211	6.45	8.41	9.43
MtrunA17_Chr1g0147221	2.96	6.29	6.60
MtrunA17_Chr1g0147231	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147241	-2.32	-6.64	-0.51
MtrunA17_Chr1g0147251	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147261	-3.32	-6.64	-6.64
MtrunA17_Chr1g0147271	-6.64	5.89	12.18
MtrunA17_Chr1g0147281	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147291	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147301	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147311	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147321	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147331	-6.64	1.20	5.11
MtrunA17_Chr1g0147341	5.83	7.60	7.98
MtrunA17_Chr1g0147351	5.94	8.47	8.86
MtrunA17_Chr1g0147361	-3.32	6.90	2.87
MtrunA17_Chr1g0147371	4.00	8.99	8.80
MtrunA17_Chr1g0147381	-2.32	7.80	5.99
MtrunA17_Chr1g0147391	-3.32	3.88	10.20
MtrunA17_Chr1g0147401	7.32	8.34	9.24
MtrunA17_Chr1g0147411	-3.32	-6.64	-6.64
MtrunA17_Chr1g0147421	-3.32	7.20	0.00
MtrunA17_Chr1g0147431	1.93	-6.64	-6.64
MtrunA17_Chr1g0147441	-0.74	-6.64	-6.64
MtrunA17_Chr1g0147451	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147452	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147461	1.68	-6.64	-6.64
MtrunA17_Chr1g0147471	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147481	7.18	10.25	12.43
MtrunA17_Chr1g0147491	9.06	10.16	8.34
MtrunA17_Chr1g0147501	8.74	10.84	10.25
MtrunA17_Chr1g0147511	-1.00	11.04	7.53
MtrunA17_Chr1g0147521	-3.32	9.08	2.54
MtrunA17_Chr1g0147531	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147541	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147551	-3.32	-6.64	-6.64
MtrunA17_Chr1g0147561	-3.32	3.22	2.23
MtrunA17_Chr1g0147571	-6.64	7.78	-6.64
MtrunA17_Chr1g0147581	-6.64	0.00	-6.64
MtrunA17_Chr1g0147591	-2.32	-6.64	-6.64
MtrunA17_Chr1g0147601	0.85	5.79	3.46
MtrunA17_Chr1g0147611	4.87	10.06	12.13
MtrunA17_Chr1g0147621	-1.32	-6.64	-6.64
MtrunA17_Chr1g0147631	6.05	10.11	10.93
MtrunA17_Chr1g0147641	-6.64	0.38	-6.64
MtrunA17_Chr1g0147651	4.54	7.49	7.26
MtrunA17_Chr1g0147661	-2.32	-6.64	-6.64
MtrunA17_Chr1g0147671	-3.32	4.39	7.61
MtrunA17_Chr1g0147681	-3.32	6.81	-6.64
MtrunA17_Chr1g0147691	-3.32	5.77	4.19
MtrunA17_Chr1g0147701	-0.74	8.76	6.85
MtrunA17_Chr1g0147711	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147721	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147731	-3.32	0.00	-6.64
MtrunA17_Chr1g0147741	4.77	6.36	8.48
MtrunA17_Chr1g0147751	4.78	8.09	11.38
MtrunA17_Chr1g0147761	-6.64	-6.64	0.26
MtrunA17_Chr1g0147771	-6.64	1.43	4.39
MtrunA17_Chr1g0147781	-2.32	1.58	4.77
MtrunA17_Chr1g0147791	-6.64	-1.74	-1.74
MtrunA17_Chr1g0147801	-3.32	-6.64	2.00
MtrunA17_Chr1g0147811	-3.32	1.49	5.64
MtrunA17_Chr1g0147821	9.62	9.62	10.19
MtrunA17_Chr1g0147831	-3.32	5.61	5.09
MtrunA17_Chr1g0147841	-3.32	-0.51	-0.51
MtrunA17_Chr1g0147851	8.44	10.49	11.92
MtrunA17_Chr1g0147852	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147853	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147861	-3.32	-6.64	-6.64
MtrunA17_Chr1g0147871	-1.74	-6.64	-6.64
MtrunA17_Chr1g0147881	7.69	11.33	11.01
MtrunA17_Chr1g0147891	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147901	-6.64	-6.64	-6.64
MtrunA17_Chr1g0147911	6.77	9.14	9.21
MtrunA17_Chr1g0147921	8.33	9.76	11.74
MtrunA17_Chr1g0147931	5.00	7.41	9.75
MtrunA17_Chr1g0147941	2.04	6.16	3.62
MtrunA17_Chr1g0147951	5.41	8.16	8.62
MtrunA17_Chr1g0147961	4.85	8.25	8.91
MtrunA17_Chr1g0147971	5.71	8.52	8.34
MtrunA17_Chr1g0147981	-3.32	-6.64	-0.51
MtrunA17_Chr1g0147991	13.12	0.38	1.58
MtrunA17_Chr1g0148001	2.14	4.76	4.80
MtrunA17_Chr1g0148011	-1.00	0.38	-6.64
MtrunA17_Chr1g0148021	2.49	7.08	-1.32
MtrunA17_Chr1g0148031	1.77	7.66	11.00
MtrunA17_Chr1g0148041	9.51	10.81	11.28
MtrunA17_Chr1g0148051	5.79	7.70	8.57
MtrunA17_Chr1g0148061	6.24	9.45	10.50
MtrunA17_Chr1g0148062	-6.64	-6.64	-6.64
MtrunA17_Chr1g0148071	2.00	5.13	5.53
MtrunA17_Chr1g0148081	4.41	5.39	6.98
MtrunA17_Chr1g0148091	-6.64	-6.64	-6.64
MtrunA17_Chr1g0148101	-6.64	0.00	-6.64
MtrunA17_Chr1g0148111	-6.64	-6.64	-6.64
MtrunA17_Chr1g0148121	4.89	8.04	13.17
MtrunA17_Chr1g0148131	7.47	8.33	7.26
MtrunA17_Chr1g0148141	8.63	8.81	0.77
MtrunA17_Chr1g0148151	4.10	-6.64	-6.64
MtrunA17_Chr1g0148161	6.12	-0.51	-6.64
MtrunA17_Chr1g0148171	-3.32	-6.64	-6.64
MtrunA17_Chr1g0148181	-6.64	-6.64	-6.64
MtrunA17_Chr1g0148191	-3.32	-6.64	-6.64
MtrunA17_Chr1g0148201	-3.32	-6.64	-6.64
MtrunA17_Chr1g0148211	-3.32	-6.64	-6.64
MtrunA17_Chr1g0148221	-3.32	-6.64	-6.64
MtrunA17_Chr1g0148231	-6.64	-6.64	0.00
MtrunA17_Chr1g0148241	7.76	11.37	10.81
MtrunA17_Chr1g0148251	3.09	7.58	12.35
MtrunA17_Chr1g0148261	3.20	5.61	5.24
MtrunA17_Chr1g0148271	6.29	8.44	7.67
MtrunA17_Chr1g0148281	4.64	6.58	7.25
MtrunA17_Chr1g0148291	2.04	5.03	5.55
MtrunA17_Chr1g0148301	2.10	5.41	5.90
MtrunA17_Chr1g0148311	0.00	3.28	3.58
MtrunA17_Chr1g0148321	5.85	8.40	9.51
MtrunA17_Chr1g0148331	-3.32	0.00	2.26
MtrunA17_Chr1g0148341	5.40	8.15	10.73
MtrunA17_Chr1g0148351	3.82	7.68	9.15
MtrunA17_Chr1g0148361	0.93	4.72	9.96
MtrunA17_Chr1g0148362	-6.64	-6.64	-6.64
MtrunA17_Chr1g0148371	7.19	10.19	12.10
MtrunA17_Chr1g0148381	-1.74	-6.64	-6.64
MtrunA17_Chr1g0148391	7.66	9.28	10.42
MtrunA17_Chr1g0148392	-6.64	-6.64	-6.64
MtrunA17_Chr1g0148401	-0.51	6.39	8.10
MtrunA17_Chr1g0148411	5.18	6.60	4.64
MtrunA17_Chr1g0148421	4.02	10.70	12.09
MtrunA17_Chr1g0148431	-3.32	-1.74	-1.74
MtrunA17_Chr1g0148441	-1.32	0.38	-6.64
MtrunA17_Chr1g0148451	3.88	9.11	6.14
MtrunA17_Chr1g0148461	9.18	1.14	-1.74
MtrunA17_Chr1g0148471	-1.74	-1.00	-1.74
MtrunA17_Chr1g0148481	-3.32	4.57	-6.64
MtrunA17_Chr1g0148491	-1.74	6.95	7.60
MtrunA17_Chr1g0148501	0.58	7.89	11.92
MtrunA17_Chr1g0148511	-1.32	2.66	11.68
MtrunA17_Chr1g0148521	4.27	7.04	8.31
MtrunA17_Chr1g0148531	-1.74	-0.51	-6.64
MtrunA17_Chr1g0148541	7.28	9.43	10.75
MtrunA17_Chr1g0148551	-3.32	6.46	5.73
MtrunA17_Chr1g0148561	7.95	9.55	12.03
MtrunA17_Chr1g0148571	7.72	9.89	10.76
MtrunA17_Chr1g0148581	8.85	-6.64	-6.64
MtrunA17_Chr1g0148591	11.44	-1.74	-6.64
MtrunA17_Chr1g0148601	6.87	-1.32	-6.64
MtrunA17_Chr1g0148611	-1.74	-6.64	-6.64
MtrunA17_Chr1g0148621	-6.64	-6.64	-6.64
MtrunA17_Chr1g0148631	6.86	9.72	10.54
MtrunA17_Chr1g0148641	-1.00	0.38	-0.51
MtrunA17_Chr1g0148651	-6.64	-6.64	-6.64
MtrunA17_Chr1g0148661	4.55	-6.64	-6.64
MtrunA17_Chr1g0148671	8.28	9.80	9.74
MtrunA17_Chr1g0148681	6.44	5.71	3.05
MtrunA17_Chr1g0148691	-3.32	-6.64	-6.64
MtrunA17_Chr1g0148701	-0.74	-6.64	-6.64
MtrunA17_Chr1g0148711	-6.64	-6.64	-6.64
MtrunA17_Chr1g0148721	-6.64	-6.64	-6.64
MtrunA17_Chr1g0148731	5.42	5.66	9.06
MtrunA17_Chr1g0148732	-6.64	-6.64	-6.64
MtrunA17_Chr1g0148741	5.80	7.17	7.77
MtrunA17_Chr1g0148751	14.33	0.77	-6.64
MtrunA17_Chr1g0148761	-3.32	-6.64	-6.64
MtrunA17_Chr1g0148771	7.07	9.69	-6.64
MtrunA17_Chr1g0148781	0.77	1.89	-1.74
MtrunA17_Chr1g0148791	7.71	10.31	11.77
MtrunA17_Chr1g0148801	-3.32	-1.74	-1.74
MtrunA17_Chr1g0148811	1.32	11.91	5.95
MtrunA17_Chr1g0148821	-1.00	6.76	6.26
MtrunA17_Chr1g0148831	1.89	-6.64	-6.64
MtrunA17_Chr1g0148841	3.99	9.39	10.26
MtrunA17_Chr1g0148851	-1.00	0.00	-6.64
MtrunA17_Chr1g0148861	7.33	-6.64	-2.32
MtrunA17_Chr1g0148871	-3.32	-1.74	-6.64
MtrunA17_Chr1g0148881	2.85	7.70	10.44
MtrunA17_Chr1g0148891	-0.74	4.52	1.00
MtrunA17_Chr1g0148901	3.42	4.66	5.89
MtrunA17_Chr1g0148911	-2.32	3.94	1.43
MtrunA17_Chr1g0148921	5.73	8.01	8.94
MtrunA17_Chr1g0148931	-3.32	-6.64	-6.64
MtrunA17_Chr1g0148941	-1.32	1.89	-0.51
MtrunA17_Chr1g0148951	10.96	10.52	10.41
MtrunA17_Chr1g0148961	11.36	10.51	11.24
MtrunA17_Chr1g0148971	-3.32	-6.64	-6.64
MtrunA17_Chr1g0148981	3.34	3.88	-6.64
MtrunA17_Chr1g0148991	10.51	11.92	12.27
MtrunA17_Chr1g0149001	-3.32	6.22	0.26
MtrunA17_Chr1g0149011	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149021	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149031	-3.32	-6.64	-6.64
MtrunA17_Chr1g0149041	-3.32	-6.64	-6.64
MtrunA17_Chr1g0149051	4.03	8.56	11.26
MtrunA17_Chr1g0149061	6.73	9.81	10.63
MtrunA17_Chr1g0149071	-0.51	1.26	-6.64
MtrunA17_Chr1g0149081	-3.32	-6.64	-0.51
MtrunA17_Chr1g0149091	-6.64	-1.74	-0.74
MtrunA17_Chr1g0149101	5.63	7.98	4.87
MtrunA17_Chr1g0149111	5.81	8.97	8.22
MtrunA17_Chr1g0149121	-1.74	0.00	-6.64
MtrunA17_Chr1g0149131	1.81	1.58	-6.64
MtrunA17_Chr1g0149141	9.34	12.22	12.73
MtrunA17_Chr1g0149151	-6.64	2.89	6.06
MtrunA17_Chr1g0149161	3.22	6.60	4.78
MtrunA17_Chr1g0149171	8.38	9.20	4.67
MtrunA17_Chr1g0149181	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149191	-3.32	3.31	2.98
MtrunA17_Chr1g0149201	-6.64	0.38	-1.74
MtrunA17_Chr1g0149211	7.95	9.71	9.81
MtrunA17_Chr1g0149221	3.80	8.02	8.95
MtrunA17_Chr1g0149231	2.41	5.48	5.74
MtrunA17_Chr1g0149241	-6.64	-1.74	1.00
MtrunA17_Chr1g0149251	8.59	10.01	10.48
MtrunA17_Chr1g0149261	4.04	7.49	8.48
MtrunA17_Chr1g0149271	7.37	6.82	2.41
MtrunA17_Chr1g0149281	5.18	2.32	-6.64
MtrunA17_Chr1g0149291	1.63	-6.64	-6.64
MtrunA17_Chr1g0149301	6.88	11.76	9.04
MtrunA17_Chr1g0149311	6.07	6.35	2.54
MtrunA17_Chr1g0149321	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149331	-6.64	-1.74	-6.64
MtrunA17_Chr1g0149341	-1.32	8.09	5.26
MtrunA17_Chr1g0149351	8.05	12.72	11.93
MtrunA17_Chr1g0149361	7.12	10.68	10.94
MtrunA17_Chr1g0149371	6.68	9.62	9.72
MtrunA17_Chr1g0149381	-3.32	6.42	9.83
MtrunA17_Chr1g0149391	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149401	6.65	9.29	10.69
MtrunA17_Chr1g0149411	4.49	7.38	5.35
MtrunA17_Chr1g0149421	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149431	-0.32	6.04	1.43
MtrunA17_Chr1g0149441	-0.51	2.68	-6.64
MtrunA17_Chr1g0149451	6.92	11.61	10.62
MtrunA17_Chr1g0149461	9.43	9.73	8.55
MtrunA17_Chr1g0149462	-3.32	-6.64	-6.64
MtrunA17_Chr1g0149471	-3.32	-6.64	0.49
MtrunA17_Chr1g0149481	-6.64	-6.64	5.49
MtrunA17_Chr1g0149491	-1.00	7.49	12.65
MtrunA17_Chr1g0149501	6.49	6.46	4.30
MtrunA17_Chr1g0149511	5.82	9.63	9.25
MtrunA17_Chr1g0149521	6.42	9.70	10.61
MtrunA17_Chr1g0149531	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149541	-6.64	-1.74	-6.64
MtrunA17_Chr1g0149551	8.07	10.38	10.31
MtrunA17_Chr1g0149561	6.89	10.75	10.78
MtrunA17_Chr1g0149571	5.27	10.10	10.20
MtrunA17_Chr1g0149581	5.81	8.37	10.11
MtrunA17_Chr1g0149591	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149601	3.45	6.48	8.70
MtrunA17_Chr1g0149611	5.29	7.66	8.61
MtrunA17_Chr1g0149621	6.61	11.21	11.81
MtrunA17_Chr1g0149631	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149641	-0.74	5.66	6.49
MtrunA17_Chr1g0149651	9.27	8.99	12.53
MtrunA17_Chr1g0149661	6.99	9.71	10.19
MtrunA17_Chr1g0149671	7.45	9.51	9.95
MtrunA17_Chr1g0149681	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149691	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149701	-2.32	-0.74	0.49
MtrunA17_Chr1g0149711	5.13	8.70	8.01
MtrunA17_Chr1g0149721	10.96	12.04	12.25
MtrunA17_Chr1g0149731	1.81	-0.74	2.61
MtrunA17_Chr1g0149741	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149751	8.16	8.42	8.46
MtrunA17_Chr1g0149761	10.94	11.65	10.99
MtrunA17_Chr1g0149771	5.44	6.01	5.13
MtrunA17_Chr1g0149781	6.48	2.23	1.43
MtrunA17_Chr1g0149791	7.32	9.59	9.45
MtrunA17_Chr1g0149801	6.37	7.20	9.07
MtrunA17_Chr1g0149811	2.85	8.90	7.25
MtrunA17_Chr1g0149821	6.95	9.87	7.70
MtrunA17_Chr1g0149831	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149841	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149851	-6.64	-6.64	-1.74
MtrunA17_Chr1g0149861	-3.32	-6.64	-6.64
MtrunA17_Chr1g0149871	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149881	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149891	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149901	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149911	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149921	-3.32	0.00	-6.64
MtrunA17_Chr1g0149922	-6.64	-6.64	-6.64
MtrunA17_Chr1g0149931	2.32	3.32	1.43
MtrunA17_Chr1g0149941	5.42	10.45	7.16
MtrunA17_Chr1g0149951	4.37	7.60	7.13
MtrunA17_Chr1g0149961	3.64	8.41	4.32
MtrunA17_Chr1g0149971	8.32	11.24	11.89
MtrunA17_Chr1g0149981	-6.64	-6.64	1.07
MtrunA17_Chr1g0149991	4.28	7.63	8.38
MtrunA17_Chr1g0150001	7.65	8.81	9.71
MtrunA17_Chr1g0150011	4.83	6.62	1.49
MtrunA17_Chr1g0150021	6.58	9.15	10.40
MtrunA17_Chr1g0150031	3.29	7.41	7.74
MtrunA17_Chr1g0150041	2.81	7.51	8.18
MtrunA17_Chr1g0150051	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150061	4.13	8.91	13.55
MtrunA17_Chr1g0150071	7.50	9.20	11.57
MtrunA17_Chr1g0150081	0.38	0.85	2.23
MtrunA17_Chr1g0150091	-6.64	6.12	-6.64
MtrunA17_Chr1g0150101	-6.64	-1.74	-6.64
MtrunA17_Chr1g0150111	8.18	11.30	11.95
MtrunA17_Chr1g0150121	5.89	6.41	7.48
MtrunA17_Chr1g0150131	8.59	10.08	4.34
MtrunA17_Chr1g0150141	-6.64	2.00	-6.64
MtrunA17_Chr1g0150151	3.75	10.17	6.81
MtrunA17_Chr1g0150161	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150171	8.23	8.35	7.36
MtrunA17_Chr1g0150181	6.94	11.16	11.55
MtrunA17_Chr1g0150191	3.23	6.73	5.91
MtrunA17_Chr1g0150201	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150211	-6.64	-1.74	-6.64
MtrunA17_Chr1g0150221	7.43	9.26	9.43
MtrunA17_Chr1g0150231	-1.74	-6.64	-6.64
MtrunA17_Chr1g0150241	8.64	9.37	9.38
MtrunA17_Chr1g0150251	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150261	5.09	6.18	4.16
MtrunA17_Chr1g0150271	6.48	4.82	9.45
MtrunA17_Chr1g0150281	-2.32	3.78	11.27
MtrunA17_Chr1g0150291	0.00	-1.74	-6.64
MtrunA17_Chr1g0150301	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150311	5.20	6.94	7.73
MtrunA17_Chr1g0150321	5.31	10.94	11.35
MtrunA17_Chr1g0150331	1.68	2.14	8.63
MtrunA17_Chr1g0150332	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150341	-6.64	-6.64	-1.00
MtrunA17_Chr1g0150351	2.58	5.24	7.38
MtrunA17_Chr1g0150361	5.35	9.27	10.91
MtrunA17_Chr1g0150371	4.31	6.99	6.13
MtrunA17_Chr1g0150381	-6.64	-0.51	0.38
MtrunA17_Chr1g0150391	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150401	-6.64	2.32	2.41
MtrunA17_Chr1g0150411	4.58	8.21	8.82
MtrunA17_Chr1g0150421	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150431	-6.64	-1.74	-6.64
MtrunA17_Chr1g0150441	5.46	7.69	6.77
MtrunA17_Chr1g0150451	8.71	11.20	12.08
MtrunA17_Chr1g0150461	-0.51	1.00	1.89
MtrunA17_Chr1g0150471	-1.74	8.58	9.63
MtrunA17_Chr1g0150481	5.89	9.27	5.97
MtrunA17_Chr1g0150491	-3.32	3.22	0.00
MtrunA17_Chr1g0150501	1.54	4.30	0.77
MtrunA17_Chr1g0150511	3.28	8.35	0.77
MtrunA17_Chr1g0150521	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150531	2.20	7.00	-6.64
MtrunA17_Chr1g0150541	6.53	9.22	9.77
MtrunA17_Chr1g0150542	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150551	6.52	9.34	10.49
MtrunA17_Chr1g0150561	6.60	7.38	7.05
MtrunA17_Chr1g0150571	7.91	9.57	10.21
MtrunA17_Chr1g0150581	6.76	9.46	9.91
MtrunA17_Chr1g0150591	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150601	4.86	7.38	10.07
MtrunA17_Chr1g0150611	-0.74	-6.64	-6.64
MtrunA17_Chr1g0150621	-6.64	-6.64	0.38
MtrunA17_Chr1g0150631	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150641	-3.32	0.77	-6.64
MtrunA17_Chr1g0150651	-6.64	0.00	-6.64
MtrunA17_Chr1g0150661	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150671	-3.32	-6.64	-1.32
MtrunA17_Chr1g0150681	-6.64	0.26	-6.64
MtrunA17_Chr1g0150691	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150701	7.63	12.27	13.14
MtrunA17_Chr1g0150711	4.50	6.22	8.85
MtrunA17_Chr1g0150712	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150721	5.32	5.39	4.19
MtrunA17_Chr1g0150731	6.21	8.91	8.31
MtrunA17_Chr1g0150741	-1.00	9.43	2.51
MtrunA17_Chr1g0150751	-6.64	8.04	1.58
MtrunA17_Chr1g0150761	-1.00	-0.51	-6.64
MtrunA17_Chr1g0150771	5.59	9.21	9.96
MtrunA17_Chr1g0150781	4.04	10.31	10.37
MtrunA17_Chr1g0150791	5.37	8.40	9.51
MtrunA17_Chr1g0150801	-1.74	3.12	10.30
MtrunA17_Chr1g0150811	3.12	7.21	5.83
MtrunA17_Chr1g0150821	7.93	10.14	9.41
MtrunA17_Chr1g0150831	-0.32	5.03	6.19
MtrunA17_Chr1g0150841	-3.32	3.23	13.86
MtrunA17_Chr1g0150851	6.26	8.73	7.72
MtrunA17_Chr1g0150861	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150871	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150881	6.16	4.17	3.36
MtrunA17_Chr1g0150891	10.01	4.20	2.94
MtrunA17_Chr1g0150901	10.92	2.41	1.89
MtrunA17_Chr1g0150911	13.71	1.72	1.20
MtrunA17_Chr1g0150921	6.58	8.32	9.15
MtrunA17_Chr1g0150931	-6.64	-6.64	-6.64
MtrunA17_Chr1g0150941	6.96	8.64	12.00
MtrunA17_Chr1g0150951	-3.32	-6.64	4.66
MtrunA17_Chr1g0150961	-3.32	-6.64	-6.64
MtrunA17_Chr1g0150971	8.24	11.52	12.72
MtrunA17_Chr1g0150981	-1.74	5.09	3.12
MtrunA17_Chr1g0150991	-2.32	-6.64	-1.74
MtrunA17_Chr1g0151001	-6.64	-6.64	-6.64
MtrunA17_Chr1g0151011	-3.32	3.87	-0.51
MtrunA17_Chr1g0151021	9.33	7.90	8.60
MtrunA17_Chr1g0151031	-1.74	-6.64	5.46
MtrunA17_Chr1g0151041	2.70	5.78	10.76
MtrunA17_Chr1g0151051	-6.64	0.38	-1.74
MtrunA17_Chr1g0151061	5.66	8.98	10.36
MtrunA17_Chr1g0151071	5.25	7.60	12.12
MtrunA17_Chr1g0151081	7.26	9.39	7.56
MtrunA17_Chr1g0151091	1.54	4.94	4.26
MtrunA17_Chr1g0151101	-6.64	-6.64	-1.74
MtrunA17_Chr1g0151111	-1.00	1.72	-6.64
MtrunA17_Chr1g0151121	-0.51	-6.64	-6.64
MtrunA17_Chr1g0151131	0.38	-6.64	-6.64
MtrunA17_Chr1g0151141	5.66	8.83	8.85
MtrunA17_Chr1g0151151	5.29	8.22	9.50
MtrunA17_Chr1g0151161	4.58	5.72	4.15
MtrunA17_Chr1g0151162	-6.64	-6.64	-6.64
MtrunA17_Chr1g0151171	5.33	2.23	1.43
MtrunA17_Chr1g0151172	-6.64	-6.64	-6.64
MtrunA17_Chr1g0151181	0.38	6.82	6.14
MtrunA17_Chr1g0151191	6.74	9.81	10.58
MtrunA17_Chr1g0151201	7.91	9.59	10.47
MtrunA17_Chr1g0151211	-1.74	-1.74	-6.64
MtrunA17_Chr1g0151221	-1.74	6.85	3.00
MtrunA17_Chr1g0151231	9.36	9.26	7.92
MtrunA17_Chr1g0151241	3.05	8.79	7.06
MtrunA17_Chr1g0151251	1.43	3.00	6.53
MtrunA17_Chr1g0151261	3.69	7.96	11.37
MtrunA17_Chr1g0151271	-6.64	-1.74	-6.64
MtrunA17_Chr1g0151281	-3.32	-6.64	-6.64
MtrunA17_Chr1g0151291	-2.32	-6.64	-6.64
MtrunA17_Chr1g0151301	1.63	9.32	10.66
MtrunA17_Chr1g0151311	-6.64	-6.64	-1.32
MtrunA17_Chr1g0151321	6.11	10.44	6.27
MtrunA17_Chr1g0151331	0.58	-6.64	4.66
MtrunA17_Chr1g0151341	4.26	-6.64	-1.74
MtrunA17_Chr1g0151351	6.25	7.17	11.72
MtrunA17_Chr1g0151361	5.04	6.94	7.65
MtrunA17_Chr1g0151371	-0.15	-1.74	-0.51
MtrunA17_Chr1g0151381	-6.64	-6.64	-6.64
MtrunA17_Chr1g0151391	4.83	7.02	9.80
MtrunA17_Chr1g0151401	4.28	6.30	6.50
MtrunA17_Chr1g0151411	6.44	9.68	7.14
MtrunA17_Chr1g0151421	7.67	9.77	10.32
MtrunA17_Chr1g0151431	6.20	7.35	7.76
MtrunA17_Chr1g0151441	-1.74	-6.64	-1.74
MtrunA17_Chr1g0151451	-6.64	-6.64	-6.64
MtrunA17_Chr1g0151461	1.07	1.72	6.68
MtrunA17_Chr1g0151471	-6.64	-0.51	-6.64
MtrunA17_Chr1g0151481	4.55	7.86	3.46
MtrunA17_Chr1g0151491	-1.00	-6.64	-6.64
MtrunA17_Chr1g0151501	8.15	12.19	16.49
MtrunA17_Chr1g0151511	7.79	10.01	9.90
MtrunA17_Chr1g0151521	-6.64	-6.64	-0.15
MtrunA17_Chr1g0151522	-6.64	-6.64	-6.64
MtrunA17_Chr1g0151531	5.25	6.91	4.87
MtrunA17_Chr1g0151541	6.71	9.68	10.42
MtrunA17_Chr1g0151551	1.07	3.94	5.88
MtrunA17_Chr1g0151561	0.38	6.01	-1.32
MtrunA17_Chr1g0151571	4.58	7.14	6.83
MtrunA17_Chr1g0151581	3.71	6.33	10.87
MtrunA17_Chr1g0151591	8.60	8.20	10.20
MtrunA17_Chr1g0151601	-6.64	-6.64	-2.32
MtrunA17_Chr1g0151611	7.90	9.79	9.93
MtrunA17_Chr1g0151621	1.93	8.23	9.62
MtrunA17_Chr1g0151631	5.89	9.05	10.71
MtrunA17_Chr1g0151641	5.34	9.66	10.01
MtrunA17_Chr1g0151651	-6.64	-0.51	-6.64
MtrunA17_Chr1g0151661	3.57	4.49	5.98
MtrunA17_Chr1g0151671	-6.64	-0.15	-6.64
MtrunA17_Chr1g0151681	-0.74	2.87	-0.51
MtrunA17_Chr1g0151682	-6.64	-6.64	-6.64
MtrunA17_Chr1g0151691	5.15	8.75	6.34
MtrunA17_Chr1g0151701	-3.32	0.00	-0.51
MtrunA17_Chr1g0151711	-2.32	-6.64	-6.64
MtrunA17_Chr1g0151721	-3.32	-6.64	-6.64
MtrunA17_Chr1g0151731	6.07	8.13	5.13
MtrunA17_Chr1g0151741	4.24	-6.64	-6.64
