taxa	0.5h	1h	3h	5h	8h	24h
Nitab4.5_0000281g0030.1	-13.1	-13.1	-1.9	-13.1	-1.3	0.6
Nitab4.5_0000283g0200.1	1.6	0.7	-0.1	-0.9	-1.3	0.2
Nitab4.5_0000283g0400.1	1.9	0.1	-0.4	-0.4	-1.4	1
Nitab4.5_0000284g0070.1	-1.7	-2.4	-1.2	-0.1	-0.9	0.4
Nitab4.5_0000286g0050.1	-6.2	-2	-4.7	-5.9	-2.3	-8.9
Nitab4.5_0000286g0060.1	-6.1	-1.7	-4.5	-5.4	-4.6	-8.7
Nitab4.5_0000287g0030.1	1	0.4	-0.3	-1.3	-1	0
Nitab4.5_0000287g0240.1	2.5	0.2	-1.1	-1.4	0	1.1
Nitab4.5_0000287g0380.1	1.1	0.4	0.7	0.2	0.6	0.5
Nitab4.5_0000288g0110.1	-4.3	-3.4	-4.2	-3.6	-2.1	-8.1
Nitab4.5_0000290g0060.1	1.3	0.1	0.5	-1.1	0.7	0.6
Nitab4.5_0000293g0090.1	1.9	0.5	-0.2	-0.8	-0.8	0
Nitab4.5_0000295g0020.1	-13.2	0.6	-0.7	-2.4	0.1	-13.2
Nitab4.5_0000296g0140.1	-1.1	-0.6	-1.2	-1.3	-1.7	-1.6
Nitab4.5_0000297g0170.1	1.1	0.8	-0.2	-1	-1.4	0.1
Nitab4.5_0000297g0310.1	1.8	1.6	0.2	0.1	-0.2	0.2
Nitab4.5_0000302g0110.1	3.4	3.2	0.1	-0.5	0.1	0.4
Nitab4.5_0000302g0120.1	1.8	-0.3	0.6	0.8	0.9	0.3
Nitab4.5_0000304g0030.1	-1.3	-1.4	-0.5	-0.5	-1	0
Nitab4.5_0000304g0040.1	-2.8	-1.4	-0.6	-0.4	-0.5	-0.8
Nitab4.5_0000305g0100.1	1.8	1.2	0.9	0.8	0.2	0
Nitab4.5_0000305g0140.1	2.5	1.5	-0.4	0.3	0.6	-0.1
Nitab4.5_0000305g0340.1	-1.6	-1.2	-4.8	-3.3	-2.5	-4
Nitab4.5_0000306g0050.1	1.6	0.6	0.3	-0.3	0.2	0.7
Nitab4.5_0000306g0340.1	1.1	0.5	0.4	-2.2	-3.1	2
Nitab4.5_0000307g0020.1	-1.9	-0.8	0.2	-1.6	-2.3	0.8
Nitab4.5_0000307g0180.1	1.1	0.8	0.5	1	0.7	0.3
Nitab4.5_0000307g0330.1	-1.6	-0.3	0	-1.1	-1.1	0.6
Nitab4.5_0000308g0310.1	-1	-0.7	-1.1	-1.1	-1.8	-1.2
Nitab4.5_0000308g0330.1	2.4	1.3	1.7	1.7	1.4	1.9
Nitab4.5_0000309g0200.1	-3.2	-0.2	-0.9	-0.3	-1.7	-0.3
Nitab4.5_0000311g0030.1	2.3	1.7	0	-1.3	-1.8	2.1
Nitab4.5_0000312g0060.1	-1.9	-0.6	-0.7	-0.6	-0.4	-1.6
Nitab4.5_0000312g0130.1	-3.5	-2	-3.2	-3	-3.9	-6.2
Nitab4.5_0000312g0280.1	-1.4	-1	-0.4	0.4	-0.5	-0.7
Nitab4.5_0000312g0300.1	-1.1	-0.9	-0.4	1	0.1	0.4
Nitab4.5_0000312g0340.1	-2.6	-0.2	0.2	-0.6	-2.3	0.3
Nitab4.5_0000313g0040.1	1.1	-0.1	-0.2	0.3	-0.5	-0.8
Nitab4.5_0000314g0010.1	-2	1.1	1.7	-1	-0.7	0.6
Nitab4.5_0000314g0020.1	-1.3	0.6	0.8	-0.9	-0.3	0.2
Nitab4.5_0000314g0040.1	-1.1	0.1	0.8	-1	-0.1	0.8
Nitab4.5_0000314g0050.1	-1.5	0.7	1.2	-1.1	-0.2	0.5
Nitab4.5_0000314g0090.1	1.6	1.2	1.7	1.3	1.8	0.2
Nitab4.5_0000314g0100.1	1	0.6	1.2	0.7	1	0.4
Nitab4.5_0000316g0050.1	-1.6	-0.8	-0.9	-1.4	-2.7	-1.1
Nitab4.5_0000319g0040.1	1.1	1.2	-0.1	0.5	-0.1	-0.4
Nitab4.5_0000319g0220.1	-3	-1.6	-18.9	-6.6	-5.6	-7.5
Nitab4.5_0000319g0290.1	1.8	1	-0.7	0.1	-0.2	0.9
Nitab4.5_0000321g0020.1	1.1	0.5	0.3	0.7	0.7	0.6
Nitab4.5_0000321g0210.1	1.9	0.3	0.1	-0.6	0	-1.3
Nitab4.5_0000322g0110.1	1.2	0.6	-0.6	-1.2	0.1	0.5
Nitab4.5_0000328g0130.1	-1.1	-1.2	0.1	-0.5	-1.7	-1
Nitab4.5_0000332g0110.1	1.4	0.8	-0.2	-1.2	-2.2	0.2
Nitab4.5_0000335g0110.1	1.2	0.3	-0.1	-0.2	-1	0.4
Nitab4.5_0000337g0100.1	-3.9	-0.8	-3.2	-3.8	-4.3	-4.6
Nitab4.5_0000337g0110.1	1.6	1.2	1	-0.1	0.5	1
Nitab4.5_0000338g0240.1	-1.1	-0.6	-0.4	-0.7	-0.9	-1
Nitab4.5_0000339g0010.1	-1.2	-0.5	0.3	-1.7	-1.1	-0.9
Nitab4.5_0000342g0220.1	1.1	0.8	0.3	0.2	0	1
Nitab4.5_0000342g0270.1	3.2	3.1	-0.3	-0.1	-0.1	-0.1
Nitab4.5_0000343g0190.1	-1.9	-1.7	-0.7	0	-0.5	-0.7
Nitab4.5_0000345g0080.1	-2.8	-5.5	-6.5	-14.5	-3.9	-3.5
Nitab4.5_0000349g0060.1	-1.9	-1.3	-0.3	-1.1	-1.6	-0.3
Nitab4.5_0000350g0060.1	-1.1	-0.4	-0.1	0.5	-0.5	-0.7
Nitab4.5_0000351g0050.1	1.6	0.9	0.4	0.5	1	0
Nitab4.5_0000354g0180.1	-1.7	-0.6	-0.8	-1.1	-1.4	-0.5
Nitab4.5_0000355g0100.1	-2.3	-0.1	1.2	0.2	0.3	-0.7
Nitab4.5_0000355g0150.1	1.2	0.3	0	-0.7	-0.9	0.6
Nitab4.5_0000355g0180.1	-1	-0.5	0	-0.2	-0.5	0
Nitab4.5_0000356g0010.1	-1.3	-0.7	-0.5	-2.2	-0.7	-2.2
Nitab4.5_0000357g0250.1	1.2	0.1	0.3	0.1	0.2	-0.1
Nitab4.5_0000358g0150.1	-1.1	-0.9	-0.5	0	0	-0.9
Nitab4.5_0000363g0010.1	-1.9	-1.7	-0.9	-1.6	-1.4	-0.3
Nitab4.5_0000368g0010.1	1.2	0.8	0.2	0.1	0.2	-0.2
Nitab4.5_0000368g0190.1	1	0.2	-0.3	-0.7	-1.2	-0.2
Nitab4.5_0000368g0240.1	1.2	0.1	0.5	0.3	0.7	0.4
Nitab4.5_0000368g0310.1	-1.2	-1.1	-0.6	-0.7	-1.5	0
Nitab4.5_0000368g0400.1	-2.7	-2.1	-1.1	0.1	-0.3	-2.5
Nitab4.5_0000371g0020.1	-4.2	-1.1	0.7	-1.2	-1	0.7
Nitab4.5_0000373g0030.1	5.7	3.6	3.8	4	4.2	3.7
Nitab4.5_0000373g0080.1	4	1.6	-3.3	0.8	0.8	-0.4
Nitab4.5_0000373g0270.1	1.1	0.6	0.2	-0.3	-0.1	0.4
Nitab4.5_0000375g0070.1	2.1	1.8	0.2	-0.2	0.7	0.3
Nitab4.5_0000375g0320.1	-1.3	-1.1	-0.8	-0.2	-2.1	-1.2
Nitab4.5_0000376g0230.1	1.1	0.2	0.5	0.1	-0.1	0.6
Nitab4.5_0000377g0180.1	1.1	0.5	0.4	-0.3	0.4	1.3
Nitab4.5_0000377g0210.1	1.4	0.5	-0.3	-0.9	-1.4	-0.4
Nitab4.5_0000380g0050.1	1.8	1.1	0	0.6	0.4	0.4
Nitab4.5_0000381g0220.1	-1.6	-0.8	-0.8	-0.5	-0.6	-1.2
Nitab4.5_0000381g0330.1	-2.5	-0.2	1.3	0.2	-0.8	1.8
Nitab4.5_0000382g0040.1	-1.6	-0.8	0	0.5	0.6	-1.5
Nitab4.5_0000382g0070.1	1.3	0.3	0.1	-0.3	0.9	1
Nitab4.5_0000383g0180.1	-1.1	-0.3	0.7	0	-1	0.1
Nitab4.5_0000383g0230.1	-1.2	0.6	2.3	0.8	0.5	0.2
Nitab4.5_0000386g0250.1	-1.4	-0.3	0.3	-0.5	0.3	1.2
Nitab4.5_0000386g0260.1	1.5	0.7	0.5	0.4	0.4	0.6
Nitab4.5_0000387g0060.1	-2.1	-2.3	-1.9	-2.4	-3.6	-2.1
Nitab4.5_0000389g0070.1	-1.7	-0.3	0.4	0.8	3.5	1.2
Nitab4.5_0000390g0020.1	-1.6	-0.8	-0.8	-0.6	-1.2	-0.2
Nitab4.5_0000390g0030.1	-1.4	-1.7	-1.4	-1.3	-1.2	0.2
Nitab4.5_0000391g0050.1	-1.2	-1.5	-0.7	-0.1	-0.5	-0.5
Nitab4.5_0000391g0160.1	-1	-0.9	-0.2	-0.2	-0.1	0
Nitab4.5_0000401g0120.1	3	2.2	0.6	1.5	0.9	2.1
Nitab4.5_0000402g0010.1	-2.7	-1	0.2	-0.4	-1.6	-0.1
Nitab4.5_0000402g0040.1	1.2	1.8	2.3	1.7	2.6	2.7
Nitab4.5_0000402g0080.1	1.7	0.2	-0.5	-1	-0.8	-0.7
Nitab4.5_0000402g0150.1	1.4	0.7	0.1	0.1	0.4	0.1
Nitab4.5_0000402g0160.1	-5	-4.1	-4.1	-4.8	-4.4	-6.1
Nitab4.5_0000402g0200.1	-1.1	-0.5	0	-1	-0.7	0.1
Nitab4.5_0000402g0260.1	1.3	-0.6	1	1.6	1.4	0.1
Nitab4.5_0000404g0030.1	-1.5	-1	-0.5	0	-0.5	0
Nitab4.5_0000404g0170.1	-1.1	-0.3	0.5	0.1	-1.2	2.2
Nitab4.5_0000408g0030.1	-1	-0.7	-0.5	-0.1	-0.8	-0.4
Nitab4.5_0000412g0020.1	2.8	-0.2	0.6	0.6	1.7	0
Nitab4.5_0000414g0120.1	-1.2	-0.6	-0.2	0.3	-0.3	-0.3
Nitab4.5_0000415g0070.1	-3.4	-2.3	-3.5	-2.1	-3.9	-3.5
Nitab4.5_0000416g0140.1	-1.5	-0.7	0	-0.7	-2.3	0
Nitab4.5_0000418g0010.1	2.3	2.3	3.9	3.3	0.1	2.8
Nitab4.5_0000420g0010.1	2.2	0.9	-0.6	0.3	0.8	-0.8
Nitab4.5_0000420g0030.1	-2.7	-0.8	-3	-4.2	-4.8	-4
Nitab4.5_0000423g0060.1	1.2	-0.3	-0.9	-1.1	-0.5	-0.8
Nitab4.5_0000425g0010.1	-1.9	-0.4	-0.3	-1.9	-1.8	-0.8
Nitab4.5_0000425g0210.1	1.2	1.5	2.4	0.9	1.4	1.4
Nitab4.5_0000426g0040.1	1.6	0.8	0.4	0	-0.1	0.1
Nitab4.5_0000426g0200.1	-1	0.4	0.9	-0.2	-0.1	-1.2
Nitab4.5_0000426g0230.1	-1.5	-0.4	0.2	1	-1.3	-0.5
Nitab4.5_0000428g0090.1	1.7	1.4	1	0.3	0.8	0.2
Nitab4.5_0000429g0030.1	1.5	0.3	0.1	-0.5	-1	0.5
Nitab4.5_0000430g0050.1	-5.3	-1.5	0	0	-3.6	-1.6
Nitab4.5_0000433g0070.1	-1.8	-1.3	-2.2	-2	-2.6	-3.4
Nitab4.5_0000434g0190.1	-13.9	1.6	0	-3	-13.9	-1.5
Nitab4.5_0000436g0180.1	-2.2	-1.8	-2.4	-3.5	-2.4	-3.3
Nitab4.5_0000437g0070.1	1.9	0.9	0.1	-1.1	-1.2	0.9
Nitab4.5_0000437g0150.1	1.4	0.2	0	-0.9	0.7	0.8
Nitab4.5_0000437g0160.1	1.3	0.3	0.2	-0.2	1	1
Nitab4.5_0000439g0020.1	-1.5	-1	-0.3	-0.3	-1	0.4
Nitab4.5_0000440g0100.1	-4.1	-1.4	0.1	-1.3	-2.5	-0.5
Nitab4.5_0000441g0070.1	2.6	0	-1.6	-2	-2.5	0.5
Nitab4.5_0000443g0140.1	-1.3	-1.3	-0.5	-0.9	-0.1	-0.9
Nitab4.5_0000444g0150.1	1.3	1.2	-0.1	-1	-1.5	0.1
Nitab4.5_0000445g0060.1	2.3	2.5	-0.4	0.4	0.5	-1.6
Nitab4.5_0000445g0130.1	-1.3	-0.7	-0.4	-1.4	-2.5	0
Nitab4.5_0000446g0010.1	-1.2	0.1	0.7	1.8	0.5	-0.5
Nitab4.5_0000450g0070.1	-1.9	-0.8	-1	-0.6	-1.1	-1.6
Nitab4.5_0000451g0050.1	2	0.8	0.2	0	-0.6	0.5
Nitab4.5_0000452g0070.1	1.7	0.1	-0.1	0.5	0.3	0.9
Nitab4.5_0000454g0040.1	1	0.8	0	0	0	-0.3
Nitab4.5_0000459g0060.1	-1.9	-0.5	-1.4	-3.3	-5.1	-3.5
Nitab4.5_0000460g0050.1	1	0.3	0.4	0.1	0.4	0.5
Nitab4.5_0000460g0100.1	2.1	2.4	1.4	1.3	0.8	0.5
Nitab4.5_0000462g0080.1	-1.6	-1.3	-0.5	-1	-2	-2.4
Nitab4.5_0000462g0090.1	-1.3	-1.4	-0.3	-0.7	-1.6	-2.1
Nitab4.5_0000462g0110.1	-1.3	-1.4	-0.5	-0.5	-1.8	-2.4
Nitab4.5_0000463g0020.1	-7.4	-1.8	-5.1	-7.1	-6.7	-7.9
Nitab4.5_0000463g0070.1	4.3	1.5	-0.9	-0.6	1.2	0.5
Nitab4.5_0000463g0100.1	1.4	0.8	0.2	0	0.5	0.5
Nitab4.5_0000466g0010.1	-1	-0.7	-0.1	-0.6	-1.5	-0.2
Nitab4.5_0000468g0270.1	-1.1	-0.2	-0.2	0	-0.2	-0.2
Nitab4.5_0000469g0040.1	1.3	0	-0.8	-1.6	-1.6	-0.5
Nitab4.5_0000469g0080.1	1.1	0.6	0.7	0.6	0.4	0.5
Nitab4.5_0000470g0170.1	-1.9	-0.1	-0.2	0.5	-1.6	-1
Nitab4.5_0000470g0190.1	-1.8	-3.5	-1.6	-2.2	-1.4	-0.9
Nitab4.5_0000470g0230.1	2.2	3.1	-3.2	-1.2	-1.9	-1.2
Nitab4.5_0000472g0330.1	1.4	1	0	0.2	0.2	0
Nitab4.5_0000476g0080.1	1.2	0.9	-0.5	-0.4	-0.1	0
Nitab4.5_0000476g0210.1	1.1	0.8	0.6	0.5	1	0.8
Nitab4.5_0000477g0200.1	-1.7	-0.8	-0.2	0.2	-0.5	-0.8
Nitab4.5_0000483g0270.1	1.1	-0.2	-0.3	-0.7	-0.8	1
Nitab4.5_0000488g0010.1	1.3	1.1	1.2	0.8	1	0.3
Nitab4.5_0000488g0030.1	1.1	1.5	1.2	1.6	1.7	0.5
Nitab4.5_0000491g0110.1	-1.4	-0.5	0	0.1	0.4	0.1
Nitab4.5_0000492g0020.1	-2.3	-1.6	-0.8	-2	-2.4	-1.8
Nitab4.5_0000492g0070.1	-1.2	-1.1	-0.5	0.2	-0.4	-0.3
Nitab4.5_0000495g0090.1	1.7	0.9	0.3	0.3	1.5	0.6
Nitab4.5_0000496g0150.1	1.5	0.4	0.7	0.6	0.8	0.4
Nitab4.5_0000496g0160.1	-1.5	-0.8	-0.5	-0.2	-0.9	-1.1
Nitab4.5_0000496g0170.1	1.7	0.9	0.5	0.3	-0.5	0.3
Nitab4.5_0000497g0200.1	1.4	0.8	1.4	1.2	1.2	0
Nitab4.5_0000498g0040.1	1.6	1.5	-0.6	-0.7	-0.2	-0.9
Nitab4.5_0000498g0090.1	-2	-1.2	-0.4	-1.1	-1.1	-0.4
Nitab4.5_0000500g0020.1	2.1	0.2	0.8	0.5	1.2	0.9
Nitab4.5_0000500g0210.1	-1.3	-0.7	-0.7	-0.8	-1.3	-1.4
Nitab4.5_0000501g0070.1	-1.1	-0.3	-0.2	0.1	0.6	-0.4
Nitab4.5_0000502g0090.1	-1.1	0	0.4	-0.4	0.8	1
Nitab4.5_0000505g0180.1	-1.3	0.1	0.2	0.2	0.8	0.3
Nitab4.5_0000506g0110.1	2.2	1.5	-1.2	0.8	-0.8	-0.6
Nitab4.5_0000508g0110.1	-1.4	-0.7	-0.2	0.6	0.5	0.3
Nitab4.5_0000508g0190.1	1.1	0.9	0.6	0.7	0.5	0.2
Nitab4.5_0000512g0220.1	1.6	-0.3	0.7	0.2	0.4	0.3
Nitab4.5_0000512g0230.1	-1.8	-1.3	-0.4	-1.8	-3	-0.6
Nitab4.5_0000515g0010.1	1.3	-0.1	-0.3	-1	-1.3	1
Nitab4.5_0000516g0110.1	1.2	0.6	-0.3	-0.2	0	0.4
Nitab4.5_0000519g0150.1	-1.6	-0.1	0.2	0.2	-2	-0.2
Nitab4.5_0000521g0070.1	-3.2	-1	0.5	-0.8	-2.2	0.5
Nitab4.5_0000522g0150.1	-1.7	-1.3	-0.2	0	-0.3	0.3
Nitab4.5_0000524g0100.1	1	0.1	0.2	0.2	0.1	0.2
Nitab4.5_0000525g0290.1	-3.1	-1	-1.7	-1	0.8	-1
Nitab4.5_0000527g0090.1	-3.1	-2.3	-0.2	-1.4	-1.7	-0.6
Nitab4.5_0000527g0200.1	-3.7	-15.5	-5.2	-5.2	-0.2	-3.7
Nitab4.5_0000527g0230.1	2.8	1.9	1.4	1.2	0.9	3.1
Nitab4.5_0000533g0080.1	-1.2	-0.6	0.4	0.6	0.3	0
Nitab4.5_0000533g0150.1	1	-0.4	-0.5	-0.9	-0.3	-0.4
Nitab4.5_0000535g0120.1	2	1.4	-0.1	0.2	1.5	0.3
Nitab4.5_0000535g0130.1	-1.3	-0.6	-0.7	-0.8	-0.9	-1.1
Nitab4.5_0000536g0010.1	-1.3	-0.7	-0.8	-1	-1.2	-1.3
Nitab4.5_0000539g0020.1	1.4	1	0.5	-0.5	-0.4	0.9
Nitab4.5_0000548g0010.1	-1.1	-1	0	0.1	-0.1	-1.4
Nitab4.5_0000551g0010.1	-1.4	-0.8	-0.2	-0.5	-1.1	-1.8
Nitab4.5_0000552g0060.1	1.3	1.8	-0.1	0.3	0.5	0.5
Nitab4.5_0000552g0070.1	-2.2	-1.2	-0.4	0.1	-2.5	-1.1
Nitab4.5_0000555g0140.1	-2.3	-1.1	-0.3	-0.9	-1.5	-0.6
Nitab4.5_0000555g0150.1	-2.9	-2.1	-0.1	-1.1	-1.5	-1.2
Nitab4.5_0000555g0200.1	-2.5	-0.1	0.4	-0.2	-0.5	0.9
Nitab4.5_0000562g0020.1	1.2	0.8	-0.4	0.2	0.1	0.3
Nitab4.5_0000562g0110.1	1.2	0.8	1.7	1.3	2.9	0.8
Nitab4.5_0000564g0150.1	4.5	1.3	-1.2	-0.3	1.7	0.5
Nitab4.5_0000564g0230.1	1.1	0.5	0.1	-0.3	-0.9	0
Nitab4.5_0000565g0060.1	-1.8	-0.9	0.7	0.2	-0.6	1.1
Nitab4.5_0000565g0130.1	-1.1	-0.4	-1.7	-1.6	-2.1	-1.9
Nitab4.5_0000566g0010.1	-1.3	-0.2	0.1	0.7	0.4	-0.9
Nitab4.5_0000566g0190.1	-1.8	-1.4	-0.8	-0.9	-1.2	-0.5
Nitab4.5_0000566g0280.1	-1.2	-1.2	-0.3	-0.3	-0.2	-0.3
Nitab4.5_0000568g0010.1	-1.7	-0.8	-0.2	-0.6	-0.6	-0.6
Nitab4.5_0000568g0210.1	1.9	-0.4	-0.1	-0.1	1.1	0.5
Nitab4.5_0000568g0260.1	1.2	0.7	0.4	0.2	0	0
Nitab4.5_0000570g0190.1	2.3	1.4	-0.9	-0.2	-0.3	-0.6
Nitab4.5_0000574g0090.1	-4	-1.8	-3.2	-3	-3.7	-5
Nitab4.5_0000574g0130.1	-2.2	-1.3	0.7	-0.5	-1.7	0.1
Nitab4.5_0000574g0200.1	-1.1	-1	-2.7	-1.8	-2.5	-2.7
Nitab4.5_0000575g0010.1	-1	-0.8	-0.2	0.3	0.1	-0.5
Nitab4.5_0000578g0120.1	-1	-0.6	0	-0.4	-0.3	-0.2
Nitab4.5_0000578g0200.1	-1.4	-0.7	-0.7	-1.1	-1.3	-1
Nitab4.5_0000582g0240.1	-1.2	-0.8	-0.3	-0.3	-0.9	-0.3
Nitab4.5_0000583g0120.1	1.7	-0.1	0.6	0.3	0.6	0.6
Nitab4.5_0000583g0170.1	1.4	0	0.6	0.5	0.7	0
Nitab4.5_0000587g0070.1	-1.2	-0.7	-0.5	0.2	-0.6	-1
Nitab4.5_0000588g0040.1	1.8	0.8	0.9	0.6	0.6	0.9
Nitab4.5_0000588g0260.1	-1.5	0.9	-0.4	-0.9	-1.2	-1
Nitab4.5_0000593g0240.1	-1.6	-0.3	-0.9	-1.1	-1.3	-1.4
Nitab4.5_0000595g0060.1	1.8	0.1	0.7	0.7	0.9	0.5
Nitab4.5_0000595g0100.1	1.9	0.2	0.6	0.7	1	1.1
Nitab4.5_0000596g0020.1	-1.4	-0.7	-0.2	-0.4	-2	0.2
Nitab4.5_0000597g0020.1	2.5	1.4	0.3	-1.3	-2.3	1.8
Nitab4.5_0000600g0050.1	-1.5	-0.9	-0.2	0	0.3	0.3
Nitab4.5_0000600g0060.1	-1.2	-0.6	-0.1	0.3	0.3	0.4
Nitab4.5_0000600g0080.1	1	1	-0.8	0.3	0.5	0
Nitab4.5_0000601g0130.1	2	0.8	0.5	1.3	0.5	0.6
Nitab4.5_0000602g0080.1	1.1	0.8	0.6	0.7	0.5	-0.1
Nitab4.5_0000604g0080.1	1.1	0.7	0.5	0.5	0.4	0.2
Nitab4.5_0000604g0110.1	-3.8	-1.7	-4.5	-3.8	-3.9	-5.9
Nitab4.5_0000606g0020.1	1.3	0.7	-0.4	0.2	0.9	0.4
Nitab4.5_0000610g0020.1	-1.3	-0.6	-0.1	-2.5	-3.1	-0.6
Nitab4.5_0000610g0250.1	1.4	0.6	-0.1	-0.1	0.4	-0.2
Nitab4.5_0000610g0270.1	2	0.8	-0.7	-0.7	-0.4	0.6
Nitab4.5_0000610g0280.1	2.6	1.7	-1	-0.3	0.1	0.5
Nitab4.5_0000610g0290.1	-1.7	-1.2	-0.5	-0.9	-2.1	-0.2
Nitab4.5_0000612g0130.1	1.1	-0.1	0.4	-0.5	-0.1	0.3
Nitab4.5_0000613g0190.1	2	1.5	-0.1	-0.1	0.6	0.5
Nitab4.5_0000614g0090.1	-1.7	0.1	-1	-0.8	-0.3	-2.2
Nitab4.5_0000614g0100.1	-1.8	-0.5	-0.6	0.1	0	-1.3
Nitab4.5_0000618g0070.1	-3.8	-2.4	-0.5	-0.9	-1	-1.7
Nitab4.5_0000619g0010.1	1.2	0.9	0.4	0.1	-0.4	0.2
Nitab4.5_0000620g0070.1	4.1	2.1	-0.4	0	-0.4	-3.3
Nitab4.5_0000620g0210.1	-1.3	-1.1	0.2	0.3	-0.5	1.2
Nitab4.5_0000620g0230.1	-2.2	-3.2	-0.6	-0.3	-0.5	0
Nitab4.5_0000625g0100.1	-12.8	-1.3	0.7	-12.8	-1.7	0.1
Nitab4.5_0000628g0070.1	1.5	0.5	0.3	0	-0.6	0.6
Nitab4.5_0000628g0110.1	-1.6	-0.4	0.4	-1.1	-1	1.1
Nitab4.5_0000633g0030.1	-2.3	-2.5	-0.7	0.2	-0.5	-1
Nitab4.5_0000634g0140.1	-1.2	-1.2	-1.3	-1.3	-1.7	-2
Nitab4.5_0000636g0120.1	-2.1	-0.8	-0.9	-0.9	-0.5	-0.4
Nitab4.5_0000637g0030.1	-4.3	-0.9	-3.3	-4.3	-5.4	-4.5
Nitab4.5_0000638g0040.1	2.1	2.2	-0.4	0.8	0.4	-0.3
Nitab4.5_0000638g0080.1	1.7	1.2	0.2	0.9	1.3	0.8
Nitab4.5_0000640g0170.1	-3.8	-1.9	-4.1	-4.6	-2.7	-5.6
Nitab4.5_0000642g0040.1	-1.2	-0.5	0.1	-0.7	-1	0.1
Nitab4.5_0000642g0070.1	1.5	-0.7	-0.5	-1.4	-0.6	-0.3
Nitab4.5_0000642g0160.1	-1.2	-0.4	0.8	-0.9	-0.7	-0.3
Nitab4.5_0000642g0210.1	2.3	0	0.8	0.6	1	0.7
Nitab4.5_0000645g0050.1	1.1	0.2	0.5	0.2	-0.2	-0.2
Nitab4.5_0000646g0070.1	1.7	1.5	-0.3	-0.5	-0.3	-0.6
Nitab4.5_0000646g0090.1	-1.1	-0.2	-0.3	-0.4	-0.8	-1.2
Nitab4.5_0000646g0130.1	-1.5	-1.2	-0.4	0	-0.2	-0.8
Nitab4.5_0000647g0040.1	-12.8	-2.8	0.3	-1.7	-0.2	-2.4
Nitab4.5_0000647g0050.1	-1.9	-1.3	-0.6	-0.5	-0.9	-0.2
Nitab4.5_0000647g0130.1	-2.2	-0.9	-0.5	-0.1	0.1	-0.1
Nitab4.5_0000647g0140.1	1.3	-0.4	0.3	0.2	0.9	0.4
Nitab4.5_0000647g0160.1	1.8	0.2	-0.2	-0.5	0.1	0.5
Nitab4.5_0000647g0170.1	1.3	0.3	0.3	0.5	0.8	0
Nitab4.5_0000649g0090.1	1.6	0	-0.7	-0.3	0.4	-0.1
Nitab4.5_0000649g0170.1	-2.1	-1.1	0.4	-1.1	-2.3	0
Nitab4.5_0000649g0230.1	2.1	1.5	0.7	0.5	0.3	0.8
Nitab4.5_0000649g0250.1	3.7	0.9	1.3	1	0.7	1.2
Nitab4.5_0000650g0160.1	1.3	0.7	0.5	0.3	0.1	0.4
Nitab4.5_0000651g0010.1	-1.4	-0.9	-1.2	-1.5	-2.2	-1.7
Nitab4.5_0000651g0020.1	1.1	0.7	0.6	1.2	0.5	0.8
Nitab4.5_0000651g0040.1	-1.1	0.4	0.8	-0.1	0.6	0.1
Nitab4.5_0000651g0050.1	-1	-1.1	-0.5	-0.4	-1.3	-0.1
Nitab4.5_0000651g0290.1	1.1	0.7	0	0.2	0.6	0.1
Nitab4.5_0000652g0050.1	-1.6	-1.1	-0.7	-0.8	-0.6	-1.2
Nitab4.5_0000652g0090.1	-1.1	-1	-0.7	-0.8	-1.4	-0.8
Nitab4.5_0000652g0210.1	1.2	0.9	0.5	0.6	0.5	0.1
Nitab4.5_0000661g0070.1	3.3	1.8	3.4	1.2	2.3	2
Nitab4.5_0000662g0120.1	3.7	1.7	-1.6	-2.3	0.7	-0.3
Nitab4.5_0000664g0010.1	-1.2	-0.9	-0.2	-0.2	-0.3	0
Nitab4.5_0000664g0060.1	1.6	1.1	0.8	1.3	0.9	0.8
Nitab4.5_0000667g0190.1	2.5	0.5	0.2	-0.2	-0.2	1.2
Nitab4.5_0000668g0080.1	1.1	0.5	0.3	-0.6	-1.2	0.6
Nitab4.5_0000668g0090.1	5.5	4.1	-0.2	1.2	1.2	0.6
Nitab4.5_0000669g0080.1	-1.7	-0.9	0.2	-0.7	-1.7	0.8
Nitab4.5_0000669g0110.1	1.4	0.2	0.2	0.5	0	1.8
Nitab4.5_0000670g0050.1	-1.7	-1.3	-0.7	-0.1	-0.8	0.3
Nitab4.5_0000671g0050.1	-1.7	-0.3	0.3	0.9	-1	-0.7
Nitab4.5_0000672g0080.1	-1.2	-0.1	0	0	-1.3	-0.4
Nitab4.5_0000673g0150.1	2.3	0.2	0.8	0.3	0.8	0.5
Nitab4.5_0000678g0050.1	1.3	0.2	0.4	0.2	0.3	1.1
Nitab4.5_0000679g0080.1	1.2	0.1	-0.6	-0.8	0.1	0
Nitab4.5_0000680g0010.1	-2.8	-1.4	0.4	-0.3	-0.6	0.9
Nitab4.5_0000680g0050.1	1.4	1	-0.4	-1.3	-2.1	-0.9
Nitab4.5_0000680g0130.1	-3	-1.2	-1.9	-1.1	-1.7	-1.1
Nitab4.5_0000682g0040.1	-1.2	-2	-0.5	0	-1.3	-0.7
Nitab4.5_0000682g0050.1	1.4	0.8	-0.7	-0.8	-1.4	-0.7
Nitab4.5_0000686g0120.1	-2.6	-1.1	-1.4	-0.5	-1.5	-3
Nitab4.5_0000687g0110.1	1.6	1.4	-0.4	-0.2	-0.6	-0.5
