taxa	flg22	elf18	nlp20	og	chitin
AT2G07724	0.04	0.10	0.49	0.18	0.54
AT2G23060	0.08	-0.20	0.58	0.11	0.35
AT5G05390	0.75	0.69	0.32	0.75	1.26
AT5G50590	0.22	0.52	0.72	0.41	0.24
AT5G50690	0.22	0.52	0.72	0.41	0.24
AT1G23340	0.13	-0.34	0.63	0.09	0.64
AT5G24200	0.05	0.20	0.21	0.03	0.56
AT3G29250	-0.22	0.37	0.28	0.19	0.04
AT2G11810	0.72	0.59	1.22	0.10	0.51
AT4G26850	-0.07	0.17	-0.01	0.30	0.43
AT1G64480	-0.14	0.33	0.30	0.01	0.37
AT1G48930	-0.12	0.21	0.22	0.38	0.34
AT3G60966	1.45	1.65	1.30	1.95	0.79
AT2G40670	0.32	0.16	0.21	0.82	0.59
AT3G27620	0.14	-0.28	0.20	0.64	0.42
AT3G23360	0.01	0.54	0.31	0.51	0.11
AT2G02120	0.19	0.49	0.62	0.70	0.40
AT1G23380	0.09	0.37	0.59	0.19	0.38
AT3G41979	0.20	0.31	0.25	0.71	0.53
AT5G42180	-0.20	-0.01	0.26	0.30	-0.09
AT5G42146	0.00	0.40	0.30	0.21	0.50
AT2G22810	0.25	0.67	0.54	0.37	0.75
AT1G02940	2.81	2.62	3.31	1.97	0.87
AT1G79320	-0.03	0.21	0.23	0.48	0.15
AT5G63270	0.17	0.53	0.67	0.53	-0.06
AT4G16470	-0.05	0.29	0.45	0.02	0.09
AT2G07786	-0.13	-0.14	0.38	0.04	0.34
AT4G22870	0.24	0.20	0.12	0.26	0.75
AT1G11730	0.30	0.26	0.80	0.35	0.50
AT4G10910	-0.08	0.09	-0.12	-0.49	0.42
AT4G39210	0.07	0.11	0.00	-0.08	0.57
AT4G05440	-0.05	0.00	0.03	-0.13	0.46
AT2G37000	0.31	0.08	-0.41	0.81	0.28
AT1G69170	0.02	0.10	0.11	0.52	0.26
AT2G15350	0.27	0.09	0.38	0.77	-0.04
AT1G33260	0.06	0.55	0.27	0.56	0.39
AT3G28880	0.41	0.54	0.42	0.91	0.24
AT1G23520	0.16	0.49	0.31	0.66	0.59
AT1G32570	0.11	0.57	-0.20	0.61	0.49
AT5G50370	0.08	0.01	0.59	0.32	0.30
AT5G49300	0.24	0.04	0.18	0.70	0.74
AT3G47790	-0.13	0.23	0.37	-0.23	-0.11
AT5G10770	-0.26	-0.01	0.19	0.23	0.24
AT1G74929	-0.38	0.32	0.00	0.12	0.03
AT2G14820	0.00	0.35	0.45	0.50	0.29
AT5G02110	0.02	0.68	-0.06	0.52	0.35
AT1G27380	0.36	0.20	0.72	0.86	0.56
AT2G37435	0.23	0.49	0.73	0.33	0.14
AT1G01453	-0.29	0.16	-0.15	-0.21	0.21
AT2G31081	-0.04	0.58	0.46	0.41	0.24
AT4G01110	0.00	0.06	0.15	0.48	0.50
AT2G06002	-0.15	-0.15	0.12	0.35	0.35
AT4G22666	-0.31	0.24	0.19	0.13	0.10
AT2G25964	-0.18	0.29	-0.03	0.02	0.32
AT4G26660	-0.17	0.21	0.33	0.26	0.08
AT3G18845	0.21	0.12	0.17	0.20	0.71
AT3G15830	0.22	0.64	0.18	0.72	0.12
AT2G20590	-0.02	0.21	0.15	0.38	0.48
AT1G48390	0.23	-0.16	0.02	0.73	-0.27
AT5G37000	0.02	0.40	0.36	0.19	0.52
AT1G47610	0.02	-0.09	0.51	0.39	0.17
AT5G48010	-0.26	0.64	0.24	-0.06	0.10
AT5G19740	-0.21	0.38	0.20	0.29	0.17
AT3G14260	1.30	0.81	0.53	1.80	-0.07
AT2G43290	0.94	1.07	1.13	1.43	0.80
AT1G27040	-0.27	-0.18	0.09	0.23	0.03
AT5G63820	0.29	-0.29	0.58	-0.22	0.79
AT5G67470	-0.23	-0.17	0.05	-0.30	0.27
AT1G76500	-0.09	0.51	-0.14	-0.01	0.41
AT4G30380	0.10	0.32	0.60	0.20	0.33
AT5G15900	-0.13	0.52	0.15	0.12	0.37
AT3G55890	0.77	0.36	1.27	0.77	0.44
AT2G37100	0.07	0.11	-0.33	0.05	0.57
AT3G52070	-0.02	0.07	0.44	0.48	-0.04
AT5G23750	-0.11	-0.10	0.26	0.39	-0.05
AT1G02810	1.19	0.61	0.43	1.68	0.74
AT2G40100	0.15	0.25	0.27	0.29	0.65
AT3G48890	2.89	1.54	3.39	1.24	0.41
AT1G67590	-0.26	0.01	0.23	-0.07	-0.23
AT3G28455	0.06	-0.03	0.44	0.56	0.53
AT4G40010	-0.20	0.17	0.29	0.26	-0.33
AT5G59800	0.15	0.49	0.64	0.33	0.24
AT5G17210	0.40	0.46	0.61	0.90	0.57
AT2G29970	-0.32	-0.07	0.15	0.18	-0.13
AT1G22440	-0.09	0.30	0.39	0.19	0.41
AT1G15175	0.01	0.01	0.50	0.35	0.06
AT5G56740	0.08	0.12	0.24	0.14	0.57
AT1G07390	0.27	0.83	0.15	0.76	0.35
AT1G11655	-0.14	0.51	0.24	0.34	0.36
AT3G15180	0.29	0.52	0.22	0.79	0.24
AT3G60840	-0.12	0.11	0.18	0.10	0.37
AT5G20885	-0.12	0.04	0.25	0.16	0.38
AT5G64000	1.05	1.17	1.54	0.71	0.51
AT4G02700	0.07	0.52	0.57	0.41	0.44
AT1G20680	1.42	2.04	1.55	1.91	0.96
AT5G04000	0.08	0.03	0.11	0.58	0.42
AT3G30214	0.01	-0.05	0.17	0.51	0.28
AT4G04830	1.19	0.64	1.69	1.03	0.12
AT5G57567	-0.04	0.37	0.40	0.28	0.45
AT5G05940	-0.06	0.15	0.41	0.44	0.12
AT3G10880	0.22	0.17	0.71	0.35	0.37
AT4G15248	0.47	0.46	0.09	0.17	0.96
AT5G08760	1.36	2.04	1.32	1.85	1.24
AT5G33355	-0.18	0.13	0.24	0.32	0.22
AT5G15780	-0.05	-0.08	0.44	0.14	0.07
AT2G46970	0.22	1.17	0.26	0.71	0.57
AT3G61560	-0.29	0.23	0.20	-0.04	0.21
AT3G24460	0.09	0.88	0.59	0.27	0.39
AT3G50170	0.89	0.24	0.54	-0.28	1.38
AT3G59930	-0.12	0.15	0.34	0.37	0.17
AT5G49810	-0.20	0.34	0.29	0.08	0.25
AT3G03190	0.12	0.49	0.54	0.62	0.22
AT2G32200	5.25	4.92	5.08	5.74	3.51
AT3G28650	0.24	0.20	0.73	0.36	-0.34
AT3G04850	-0.05	0.10	0.01	0.27	0.45
AT1G24130	0.28	-0.24	0.77	0.04	0.73
AT1G03940	-0.01	0.17	0.48	0.13	-0.16
AT4G13235	0.06	-0.05	0.56	0.43	-0.09
AT1G06350	0.04	0.34	0.53	0.05	0.47
AT4G12760	-0.04	0.21	0.07	0.46	0.27
AT5G40380	0.02	-0.02	-0.17	0.51	0.05
AT1G03180	0.05	-0.07	-0.03	0.32	0.55
AT3G25640	-0.06	0.10	-0.03	0.43	0.13
AT5G59450	1.72	1.77	2.21	1.46	2.09
AT1G70440	0.37	-0.10	0.87	-0.01	0.49
AT1G06090	-0.12	0.20	0.38	0.14	0.31
AT4G37400	0.81	0.70	1.02	1.31	-0.02
AT1G54540	0.13	0.54	0.42	0.62	0.15
AT5G50940	0.42	-0.23	-0.09	0.40	0.92
AT2G24500	0.32	0.23	0.81	0.35	0.39
AT5G49615	-0.02	0.60	0.47	0.34	0.21
AT4G00238	-0.06	-0.01	0.12	0.16	0.43
AT2G26600	0.20	0.36	0.69	0.34	0.37
AT1G34844	0.05	-0.02	0.10	0.21	0.54
AT1G76650	3.63	2.98	3.48	4.12	2.81
AT5G37400	-0.01	0.17	0.07	0.11	0.49
AT1G77670	0.17	0.13	0.66	0.23	0.33
AT3G54340	0.36	0.68	0.61	0.85	-0.20
AT4G14830	0.11	-0.07	0.60	0.03	-0.07
AT4G34000	-0.24	0.38	0.24	0.25	0.03
AT1G14100	0.08	0.11	0.57	0.56	0.44
AT5G01747	0.12	0.21	0.61	0.59	0.36
AT1G73640	0.17	0.59	0.66	0.35	-0.14
AT1G15160	-0.34	0.24	-0.05	0.15	-0.03
AT2G43830	0.11	0.02	0.32	-0.11	0.60
AT2G35550	0.14	0.82	0.63	0.31	-0.22
AT5G57685	-0.28	0.28	0.18	0.21	-0.03
AT2G36295	0.05	0.35	0.50	0.54	0.33
AT1G66990	0.30	0.35	0.66	-0.06	0.79
AT3G60160	0.07	0.20	0.28	0.35	0.56
AT2G35270	0.28	0.37	0.77	0.37	-0.09
AT2G33060	-0.12	0.05	0.18	-0.08	0.37
AT5G06490	0.08	0.09	0.21	0.57	-0.12
AT4G36450	-0.18	0.40	0.31	0.07	0.27
AT3G11415	-0.16	0.10	0.33	-0.07	-0.08
AT5G28530	0.03	0.26	0.52	0.14	0.19
AT2G15300	-0.19	-0.20	0.14	0.29	0.12
AT2G45510	-0.03	0.48	0.33	0.46	0.19
AT2G24700	0.16	0.58	0.44	0.26	0.65
AT4G10050	-0.10	0.12	0.38	0.20	0.12
AT3G49920	-0.05	0.20	0.09	0.26	0.43
AT5G60330	0.32	0.82	0.51	-0.31	0.81
AT4G17788	-0.02	0.44	0.26	0.29	0.47
AT4G35970	0.04	0.14	0.36	0.48	0.53
AT1G14930	0.20	0.14	0.68	-0.10	0.52
AT4G29080	-0.11	0.24	0.36	0.34	0.38
AT2G14100	-0.01	0.47	0.48	0.14	-0.22
AT3G17185	-0.05	0.20	0.17	0.35	0.43
AT3G49930	-0.04	-0.11	0.40	0.44	-0.04
AT1G24030	-0.01	0.24	0.48	0.37	-0.10
AT5G58360	0.23	-0.04	0.39	0.57	0.72
AT2G33530	-0.12	0.25	0.37	0.14	0.26
AT2G03410	2.43	0.48	2.92	0.29	0.30
AT2G30890	0.00	0.07	0.16	0.47	0.49
AT5G45276	-0.06	0.36	0.28	-0.17	0.43
AT1G31935	-0.01	0.15	0.47	0.35	-0.05
AT3G10000	0.18	0.77	0.67	-0.31	0.31
AT5G06460	-0.07	0.23	0.11	0.11	0.42
AT2G36570	-0.01	0.15	0.48	0.22	0.29
AT1G30510	-0.26	-0.04	0.07	0.05	0.23
AT1G68710	-0.22	0.21	0.26	-0.17	-0.09
AT5G51520	0.01	0.38	-0.05	0.50	0.37
AT1G06645	-0.04	0.58	0.01	0.45	0.18
AT5G22390	0.03	-0.03	0.00	-0.09	0.51
AT4G31250	0.15	-0.22	0.50	0.59	0.63
AT1G54960	0.95	0.67	1.44	0.23	0.69
AT2G33080	0.19	0.21	0.68	0.08	0.13
AT3G30720	0.00	-0.15	0.18	0.06	0.48
AT3G61490	0.01	0.09	0.50	0.32	0.35
AT1G23000	0.19	0.33	0.55	0.67	0.21
AT4G30520	-0.10	0.20	0.38	0.23	0.23
AT4G26960	0.24	0.66	0.73	0.45	0.53
AT4G09950	0.28	0.08	0.46	0.58	0.76
AT5G66960	0.10	0.28	-0.03	0.08	0.58
AT3G50030	0.40	0.30	0.59	0.88	0.17
AT5G09840	-0.02	0.10	0.08	-0.08	0.46
AT2G42005	0.15	0.27	0.44	0.64	0.52
AT5G07920	0.12	0.24	0.15	0.61	-0.01
AT3G54870	0.02	0.22	0.39	0.50	0.18
AT3G55660	0.02	0.22	-0.12	0.16	0.50
AT4G20070	0.28	0.99	0.56	0.77	0.42
AT3G13760	-0.31	0.13	-0.01	-0.08	0.17
AT3G03170	0.39	0.19	0.87	0.19	0.34
AT1G01355	0.10	0.00	0.29	0.58	0.20
AT2G05920	-0.09	0.01	0.11	0.15	0.39
AT3G27750	0.06	-0.16	0.08	0.06	0.54
AT1G67150	0.13	0.24	0.62	0.44	0.18
AT2G15790	-0.31	-0.02	0.08	-0.26	0.18
AT4G02760	0.31	0.52	0.79	0.74	0.18
AT3G22550	-0.08	0.12	0.40	0.19	0.24
AT2G13820	-0.02	0.35	0.37	0.47	0.35
AT2G46480	0.08	0.15	-0.22	0.56	0.18
AT4G18470	0.13	0.33	0.39	0.61	0.62
AT4G02850	-0.13	0.24	0.14	0.18	0.35
AT5G09220	-0.17	0.34	0.31	-0.07	-0.25
AT5G56900	-0.08	0.15	0.40	0.25	0.11
AT1G26770	0.70	1.35	0.62	1.19	0.58
AT5G15630	-0.16	0.05	0.33	0.19	0.27
AT3G02490	0.01	-0.10	0.13	-0.15	0.49
AT5G24310	-0.12	0.16	0.27	0.37	-0.05
AT1G14420	0.60	0.79	1.09	0.25	0.05
AT3G53420	-0.32	0.00	0.17	-0.15	-0.14
AT5G56040	-0.06	-0.16	0.05	0.24	0.42
AT1G63630	0.30	0.71	0.07	0.78	0.27
AT4G02520	2.80	1.77	3.28	1.96	1.16
AT3G20460	-0.17	-0.08	0.12	-0.19	0.31
AT3G08570	-0.11	-0.20	0.25	0.28	0.37
AT3G02500	0.05	0.22	0.22	0.53	0.29
AT1G71110	0.48	0.77	0.57	0.96	0.45
AT1G44740	-0.01	-0.12	0.14	0.48	0.38
AT2G26980	0.19	0.78	0.67	0.66	-0.05
AT2G35160	-0.42	0.16	-0.04	-0.03	0.06
AT5G10380	1.41	1.33	1.89	1.66	1.46
AT5G45275	-0.10	-0.08	0.38	-0.09	0.12
AT1G63340	0.23	0.00	0.20	0.71	-0.19
AT1G16370	0.33	1.04	0.02	0.82	0.17
AT5G25780	-0.01	-0.09	0.07	-0.06	0.47
AT4G38220	-0.36	-0.06	0.07	0.00	0.12
AT5G03740	0.11	0.33	0.45	0.40	0.59
AT2G23970	-0.18	0.18	0.30	0.26	0.22
AT4G25160	0.09	0.10	0.57	0.35	0.13
AT4G21650	0.30	0.31	0.57	0.51	0.78
AT3G51090	0.43	0.63	0.46	0.91	0.25
AT2G26270	-0.02	0.25	0.46	0.24	-0.08
AT4G15430	-0.11	0.34	0.37	0.08	0.11
AT2G04800	0.19	0.48	0.62	0.67	0.32
AT3G54085	0.09	0.38	0.24	0.22	0.57
AT5G38360	-0.02	0.11	0.18	0.26	0.46
AT3G45870	-0.10	0.25	0.09	0.38	-0.33
AT3G47770	0.04	0.41	0.28	0.52	0.18
AT5G04290	-0.18	-0.07	0.30	0.05	0.14
AT5G10510	0.04	0.08	0.50	0.52	0.01
AT1G28000	0.08	0.12	0.46	0.56	-0.50
AT2G46880	0.25	0.37	0.73	-0.53	0.02
AT1G19070	0.17	0.23	0.22	0.64	0.30
AT3G61250	-0.04	-0.03	-0.24	0.22	0.44
AT4G02710	-0.04	0.12	0.44	0.27	0.37
AT3G59730	-0.17	0.11	0.28	0.31	0.31
AT5G21130	0.03	0.69	0.50	0.37	-0.48
AT1G17345	0.13	0.31	-0.47	0.04	0.61
AT1G75720	-0.06	0.32	0.28	0.09	0.41
AT3G24480	-0.37	-0.21	0.10	-0.11	0.03
AT5G62260	-0.08	0.11	0.39	0.22	0.31
AT3G28060	0.19	-0.59	0.05	0.46	0.66
AT1G09090	-0.03	0.09	0.45	0.24	0.03
AT4G11990	0.23	0.32	0.25	0.32	0.70
AT2G36380	1.04	1.13	1.52	0.67	0.01
AT5G45850	0.65	0.11	0.31	1.12	0.15
AT4G21820	0.06	0.35	0.15	0.06	0.53
AT3G05936	0.22	0.46	0.07	0.69	0.11
AT2G03505	3.48	1.81	3.96	1.31	0.84
AT2G43220	0.18	0.78	0.52	0.66	-0.32
AT3G23670	-0.22	0.14	0.22	0.26	0.10
AT1G32900	0.31	0.34	-0.14	-0.04	0.79
AT4G12360	-0.01	0.93	0.34	0.47	0.26
AT3G04445	0.36	-0.12	-0.16	0.70	0.83
AT1G12700	-0.02	0.15	0.46	-0.03	0.14
AT1G29090	-0.15	0.50	0.16	-0.06	0.33
AT4G34550	0.14	-0.06	0.61	0.21	0.22
AT1G66060	-0.05	1.00	0.43	0.10	0.09
AT1G61795	0.24	0.37	0.71	0.46	0.17
AT2G30670	0.25	0.50	0.31	0.48	0.73
AT5G60960	0.01	-0.14	0.00	-0.08	0.49
AT5G61480	0.01	0.26	0.49	0.28	0.05
AT2G47020	-0.05	0.22	0.07	0.34	0.42
AT5G62680	-0.22	0.42	0.26	0.05	-0.09
AT1G19520	0.02	-0.09	0.02	-0.16	0.50
AT3G62270	-0.36	-0.01	0.12	-0.09	0.08
AT5G40690	0.71	0.81	0.78	1.19	0.08
AT2G07763	0.38	0.35	0.85	0.50	0.05
AT2G07709	-0.01	-0.04	0.46	0.30	0.42
AT1G04760	0.06	0.16	0.14	0.53	0.15
AT1G20180	-0.05	0.36	0.30	0.22	0.42
AT5G50610	0.36	0.23	0.68	0.51	0.83
AT5G50710	0.36	0.23	0.68	0.51	0.83
AT2G40435	0.29	0.22	-0.09	0.45	0.76
AT5G65090	0.21	0.52	0.13	0.36	0.68
AT5G55490	-0.01	0.30	0.20	0.46	0.25
AT2G43200	-0.16	0.13	0.25	0.11	0.31
AT2G21450	0.03	0.23	0.29	0.29	0.50
AT5G02480	0.00	0.53	-0.08	0.48	0.40
AT2G23700	-0.03	0.46	0.28	0.16	0.44
AT1G01200	-0.42	-0.01	-0.03	0.06	-0.16
AT3G51240	0.39	0.68	0.87	0.09	0.50
AT5G53730	-0.13	0.04	0.18	0.09	0.34
AT4G03930	-0.27	0.25	0.00	0.20	0.11
AT5G45700	0.10	0.30	0.11	0.57	0.33
AT4G16460	0.31	-0.10	0.78	0.21	0.10
AT4G08620	0.13	0.11	-0.01	0.61	0.03
AT5G35110	0.07	0.80	0.54	0.33	0.20
AT1G56165	0.10	0.06	0.52	0.58	-0.47
AT3G44220	0.02	-0.11	-0.11	0.09	0.49
AT5G50240	-0.07	-0.21	0.40	0.29	0.40
AT1G34047	-0.19	-0.01	0.24	0.07	0.29
AT5G07000	0.05	0.17	0.27	0.02	0.52
AT4G25390	1.46	1.55	1.93	1.85	1.61
AT1G71691	0.30	0.94	0.14	-0.51	0.77
AT1G17190	-0.18	0.25	0.29	0.18	-0.06
AT2G07708	0.18	0.12	0.44	0.44	0.66
AT4G26880	0.14	0.30	0.61	-0.02	-0.01
AT4G13340	0.15	0.29	-0.02	0.62	0.11
AT5G06080	0.83	0.65	1.23	1.30	0.72
AT5G63500	0.06	0.01	0.54	0.25	0.25
AT5G13880	-0.02	0.12	-0.06	0.45	0.22
AT1G12855	0.25	0.36	0.61	0.41	0.72
AT5G53460	-0.25	-0.11	0.22	-0.03	0.18
AT3G11920	0.06	0.27	0.40	0.53	0.24
AT4G17480	0.07	0.05	0.54	0.39	0.07
AT1G50270	-0.22	-0.08	0.25	-0.02	0.14
AT2G31920	0.13	0.28	-0.27	0.05	0.60
AT5G62340	0.40	0.36	0.87	0.31	0.33
AT4G21326	0.06	0.23	0.53	0.19	0.16
AT3G61990	-0.24	0.08	0.13	0.23	0.10
AT5G57670	-0.04	-0.27	0.20	0.43	0.00
AT1G02335	0.07	0.10	0.54	0.34	0.24
AT5G28080	0.38	0.34	0.85	0.17	0.31
AT2G28040	-0.10	-0.12	0.36	0.23	0.37
AT5G26670	-0.15	0.21	0.08	0.32	0.12
AT2G33847	0.11	0.15	0.58	0.35	0.29
AT4G28930	0.44	-0.03	0.90	0.41	0.28
AT1G03580	-0.06	0.39	0.41	-0.21	-0.03
AT2G17780	0.76	0.65	0.42	1.23	0.31
AT5G10650	0.16	0.54	0.43	0.63	0.28
AT4G40090	-0.27	0.29	0.11	0.20	-0.20
AT5G10605	0.29	0.53	0.13	0.76	0.49
AT1G62810	-0.33	0.13	0.13	0.13	0.11
AT1G14630	-0.04	0.60	0.14	0.14	0.43
AT1G75160	0.28	0.83	0.75	0.39	0.11
AT2G07734	0.20	0.20	0.45	0.67	0.61
AT2G19570	1.08	1.08	1.55	1.27	0.51
AT2G24490	0.01	-0.17	0.00	0.13	0.48
AT2G43500	0.16	0.10	0.27	0.62	0.22
AT5G26270	-0.19	-0.07	0.27	-0.18	-0.26
AT3G57540	0.87	1.19	0.93	1.34	1.17
AT1G13130	-0.09	-0.28	0.10	0.32	0.38
AT5G56050	0.20	0.41	0.66	0.47	0.29
AT3G21090	-0.02	0.78	0.45	0.03	0.13
AT1G25500	0.01	0.23	0.48	0.16	0.39
AT4G01925	0.06	0.16	0.36	0.52	0.36
AT4G28430	-0.02	0.24	0.41	0.31	0.45
AT5G17250	-0.16	0.09	0.10	0.09	0.31
AT1G06270	-0.04	0.14	0.29	-0.02	0.42
AT4G17080	-0.20	0.17	0.27	0.05	0.02
AT3G05480	-0.16	0.17	0.09	0.13	0.31
AT2G38920	0.11	-0.03	0.57	0.27	0.40
AT3G56220	0.13	0.16	0.29	0.59	0.37
AT1G73320	0.03	-0.06	-0.11	0.15	0.49
AT3G06035	0.01	-0.12	-0.14	0.25	0.48
AT1G18200	1.84	1.75	0.87	2.31	0.28
AT2G44850	-0.07	0.36	0.40	0.14	0.17
AT3G54580	-0.17	-0.16	0.11	0.30	0.06
AT3G60870	0.30	0.17	0.21	0.35	0.76
AT1G09100	-0.03	0.29	0.39	0.43	0.22
AT3G12580	2.74	2.67	3.21	1.68	2.04
AT3G25870	0.17	0.07	0.33	0.41	0.64
AT5G58730	1.12	1.39	1.09	1.59	0.28
AT1G57670	0.19	-0.05	0.38	0.66	0.26
AT4G12400	2.66	3.18	3.13	1.75	1.50
AT5G05430	0.33	0.05	0.40	0.30	0.80
AT5G56720	0.31	0.21	0.16	0.38	0.78
AT1G26560	0.22	0.33	0.30	0.68	0.11
AT5G04470	-0.27	0.11	0.03	0.19	-0.03
AT1G66690	1.06	0.42	1.52	1.01	0.31
AT2G38340	0.32	-0.03	0.79	0.64	0.67
AT3G59680	-0.21	0.17	0.08	0.13	0.25
AT4G33260	-0.02	0.15	0.16	0.45	0.35
AT2G43800	-0.15	0.47	0.31	0.21	0.25
AT4G02465	0.31	0.44	-0.20	0.77	0.08
AT4G22750	0.49	0.11	0.95	0.49	0.34
AT1G16550	0.08	-0.08	0.54	-0.40	0.09
AT1G21310	0.33	0.42	0.79	0.03	-0.17
AT5G52260	-0.22	0.29	0.16	0.25	-0.13
AT3G12730	0.18	0.26	0.30	0.65	0.58
AT3G51230	0.03	0.60	0.42	0.49	0.34
AT5G09480	-0.07	-0.25	0.39	0.15	-0.28
AT3G63290	0.04	-0.02	0.21	-0.22	0.50
AT4G13245	0.38	0.96	0.47	0.84	0.78
AT3G53220	0.32	0.66	0.18	0.78	0.27
AT5G59780	-0.23	0.26	0.17	0.23	0.09
AT4G25860	-0.08	0.56	-0.16	0.12	0.38
AT3G27120	-0.16	0.05	0.22	0.30	0.01
AT4G10380	0.37	1.09	0.83	0.57	0.82
AT5G38005	0.09	0.22	0.55	0.22	-0.19
AT3G49700	0.21	0.40	0.34	0.41	0.67
AT3G49142	-0.13	0.06	0.34	0.25	0.32
AT5G38720	0.02	0.24	0.10	0.32	0.48
AT4G27830	1.50	1.14	1.96	1.52	0.74
AT5G23210	-0.21	-0.07	0.25	-0.09	-0.21
AT3G15930	0.48	0.57	0.42	0.95	0.46
AT3G01990	2.38	1.26	2.84	2.20	1.85
AT1G17450	-0.01	0.10	0.45	-0.01	0.15
AT1G69240	0.02	0.53	0.11	0.38	0.48
AT1G16330	-0.11	0.13	0.16	0.32	0.35
AT4G09060	0.05	0.22	0.12	0.14	0.51
AT5G03790	0.26	0.26	0.04	0.15	0.72
AT3G22740	0.33	0.75	0.55	0.80	0.10
AT5G29000	0.16	0.35	0.62	0.61	0.11
AT1G73890	0.01	0.16	0.09	0.47	0.22
AT2G13128	0.40	-0.06	0.24	0.86	0.25
AT2G19910	0.10	0.46	0.36	0.10	0.56
AT4G15730	-0.14	0.10	0.32	0.01	0.11
AT4G38330	0.01	0.00	0.08	0.47	0.44
AT3G58060	0.17	0.42	0.63	-0.32	0.19
AT1G33110	2.44	1.35	2.90	1.88	0.73
AT4G24120	0.15	0.31	0.30	0.36	0.61
AT2G19660	-0.10	0.02	-0.42	0.36	0.28
AT1G73160	0.10	-0.04	0.55	0.56	0.33
AT3G11280	0.37	0.48	0.40	0.83	0.37
AT4G00680	-0.06	0.23	0.40	0.36	0.28
AT1G52820	-0.25	0.09	0.21	-0.02	-0.03
AT1G19630	0.22	0.04	0.25	0.29	0.68
AT5G37620	-0.04	-0.02	0.19	0.12	0.42
AT2G46600	1.07	0.90	1.52	1.53	1.48
AT2G46455	0.25	0.88	-0.12	0.71	0.63
AT5G65640	-0.26	-0.06	-0.03	0.20	0.15
AT3G27900	-0.20	-0.20	0.01	0.07	0.26
AT5G46140	0.59	1.42	1.05	0.69	0.40
AT2G07699	0.07	-0.02	0.48	0.41	0.53
AT5G44160	0.02	0.11	0.17	0.48	0.36
AT2G38060	0.20	0.21	0.29	0.66	0.37
AT1G80760	0.13	0.41	0.59	0.32	0.53
AT1G71000	3.25	4.09	3.71	2.36	2.50
AT3G02000	1.21	0.98	1.67	0.69	0.33
AT5G41761	0.27	0.38	0.73	0.26	0.00
AT5G24380	-0.01	0.39	0.45	0.03	0.26
AT4G20040	0.60	0.35	0.59	0.23	1.06
AT1G11190	0.16	-0.14	0.48	0.62	0.28
AT2G25625	0.02	0.43	0.04	0.48	0.34
AT1G34330	0.42	0.56	0.14	0.88	0.42
AT3G06868	0.00	0.36	0.06	0.46	0.22
AT4G20440	-0.07	-0.03	0.04	-0.05	0.38
AT1G02770	0.09	0.09	0.55	0.41	0.12
AT1G62990	-0.20	0.18	0.22	-0.10	0.25
AT1G65200	0.46	0.32	0.51	0.92	0.40
AT3G26590	0.22	0.52	0.51	0.68	0.22
AT5G33370	0.18	0.18	-0.39	-0.03	0.63
AT1G64530	-0.24	0.08	0.03	-0.04	0.21
AT4G29230	0.23	-0.21	0.69	0.35	-0.18
AT2G37300	-0.06	0.28	-0.03	0.40	0.32
AT1G74770	-0.04	0.17	0.42	-0.10	-0.17
AT2G35350	-0.17	0.38	0.09	0.22	0.29
AT4G14840	-0.17	0.08	0.27	0.29	0.11
AT5G55470	0.04	0.20	0.50	0.01	0.29
AT2G40130	0.51	0.78	0.46	0.97	0.81
AT3G14580	0.02	0.14	0.07	0.02	0.47
AT1G49740	-0.17	0.06	0.12	0.29	0.07
AT5G67400	-0.09	0.29	0.37	0.28	0.26
AT1G28110	-0.02	0.27	0.31	0.31	0.44
AT4G22250	0.10	0.03	0.56	0.14	0.26
AT3G13570	-0.04	-0.13	0.17	-0.03	0.41
AT3G58270	0.46	0.08	0.49	0.66	0.91
AT1G14185	0.10	0.38	0.55	-0.21	-0.69
AT3G44805	-0.08	0.33	0.01	0.15	0.37
AT3G58650	-0.11	0.07	0.35	0.13	0.15
AT1G30270	1.32	1.24	1.78	0.61	0.19
AT5G57150	-0.22	0.30	0.18	0.24	0.09
AT2G31550	0.16	0.14	0.62	-0.04	0.11
AT5G40730	-0.10	0.04	0.26	0.35	-0.26
AT5G01370	0.07	0.32	0.49	0.24	0.52
AT1G02340	0.43	-0.14	0.88	0.17	0.02
AT1G68740	0.13	0.16	0.58	0.40	0.02
AT1G43790	0.24	0.16	0.69	0.44	0.54
AT1G72240	1.15	0.82	1.60	1.38	0.53
AT2G29525	0.03	0.13	0.14	0.48	0.20
AT3G29580	0.16	-0.22	0.10	-0.14	0.62
AT1G49245	-0.19	-0.14	-0.02	0.24	0.26
AT1G67760	0.00	0.03	0.45	0.35	0.33
AT5G45110	2.30	2.22	2.22	2.76	2.07
AT2G28780	0.11	0.05	0.56	0.06	0.01
AT3G03260	0.49	-0.07	0.84	0.36	0.95
AT5G50820	0.08	-0.05	0.40	0.53	0.38
AT4G10940	-0.20	-0.05	0.26	-0.29	0.12
AT4G05410	0.21	-0.06	-0.06	-0.03	0.66
AT1G78060	-0.19	-0.07	0.27	0.12	-0.01
AT3G56290	-0.11	0.56	-0.12	0.35	0.29
AT4G37700	0.08	0.65	0.53	0.10	0.17
AT2G21180	0.28	0.55	0.08	0.73	0.14
AT2G39820	0.13	0.00	-0.13	0.58	-0.05
AT5G59990	0.61	3.19	0.62	0.83	1.06
AT5G51451	0.69	0.46	0.85	0.54	1.15
